placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
SFR8F75,Fiat,Toro,utilitário,2020,cinza,particular,flex,Florianópolis,0,2
MZF4Y46,Jeep,Commander,SUV,2024,branco,particular,flex,Chapecó,0,3
UTL9Q24,Renault,Kwid,passeio,2008,preto,aluguel,flex,Florianópolis,0,0
COY9S87,Toyota,Etios,passeio,2009,preto,particular,flex,Florianópolis,1,10
OYJ1P20,Honda,City,passeio,2022,prata,particular,flex,Palhoça,0,1
BDL1A44,Honda,Civic,passeio,2017,prata,aluguel,elétrico,Palhoça,1,17
DMV1N61,Peugeot,308,passeio,2008,preto,particular,flex,Lages,0,2
IVJ9J82,Volkswagen,T-Cross,SUV,2024,cinza,aluguel,flex,Lages,0,3
TPL1O98,Hyundai,Creta,SUV,2021,prata,particular,gasolina,Florianópolis,1,12
JNS5H47,Suzuki,Yes 125,moto,2024,prata,particular,flex,Laguna,0,2
YVV1G79,Chevrolet,Prisma,passeio,2022,branco,particular,flex,Criciúma,0,1
WNT6T63,Suzuki,Yes 125,moto,2011,preto,particular,flex,Chapecó,0,2
KYB3L43,Honda,City,passeio,2012,preto,aluguel,elétrico,Joinville,0,2
KMD9Q51,Fiat,Strada,utilitário,2025,cinza,particular,flex,Lages,0,1
XQG2A10,Chevrolet,Onix,passeio,2020,vermelho,particular,flex,Itajaí,0,1
ORP7R93,Renault,Sandero,passeio,2018,preto,particular,flex,Chapecó,0,2
QPU7O13,Suzuki,Intruder 250,moto,2019,prata,particular,flex,Joinville,0,2
GKV0T24,Volkswagen,Virtus,passeio,2007,cinza,particular,flex,Joinville,0,1
ANQ6G45,Yamaha,Fazer 250,moto,2019,marrom,aluguel,gasolina,Chapecó,0,0
EQM7D18,Jeep,Compass,SUV,2025,branco,particular,flex,Criciúma,0,2
EQO2T07,Fiat,Mobi,passeio,2020,branco,particular,gasolina,Lages,0,2
ZVH0D28,Toyota,Etios,passeio,2017,preto,particular,diesel,Laguna,0,1
AOU3M46,Toyota,Hilux,utilitário,2022,cinza,particular,flex,Itajaí,0,3
HKH3O19,Fiat,Uno,passeio,2021,cinza,particular,flex,Brusque,0,3
URO0V03,Hyundai,Tucson,SUV,2022,cinza,particular,diesel,Concórdia,0,2
FXL9V50,Chevrolet,Tracker,SUV,2023,laranja,particular,flex,Balneário Camboriú,1,0
GYP0Z17,Ford,Ka,passeio,2025,cinza,particular,flex,Joinville,0,0
GTA5C07,Jeep,Commander,utilitário,2006,laranja,particular,flex,Chapecó,1,1
RHE2X80,Honda,Civic,passeio,2013,preto,particular,flex,Florianópolis,0,1
CIB1S45,Chevrolet,S10,caminhão,2019,branco,aluguel,diesel,Criciúma,0,2
NUL5Q96,Suzuki,Intruder 250,moto,2019,cinza,particular,gasolina,São José,0,1
PGT5N83,Hyundai,Azera,passeio,2022,branco,particular,gasolina,Florianópolis,0,0
KMM0K45,Hyundai,Tucson,SUV,2020,preto,aluguel,gasolina,Araranguá,0,0
IFQ5A28,Ford,EcoSport,SUV,2018,cinza,particular,flex,Criciúma,0,2
END7P27,Renault,Logan,passeio,2020,preto,particular,flex,Criciúma,0,2
YFY2D95,Jeep,Renegade,SUV,2012,prata,aluguel,flex,Itajaí,0,2
UWE1N18,Ford,EcoSport,SUV,2025,preto,particular,flex,Canoinhas,0,1
IOV7H86,Fiat,Toro,utilitário,2013,prata,particular,flex,Criciúma,1,15
XLV2H62,Jeep,Commander,SUV,2020,preto,particular,gasolina,Joinville,1,8
MBS9N80,Toyota,Etios,passeio,2020,cinza,particular,gasolina,Chapecó,0,3
EOB3E92,Honda,CG 160,moto,2021,prata,particular,flex,Palhoça,0,2
FEN4I62,Chevrolet,Tracker,SUV,2022,cinza,particular,flex,Criciúma,0,3
ZTE5S51,Honda,Biz,moto,2013,branco,particular,gasolina,Lages,0,2
LPT9Q05,Renault,Kwid,passeio,2022,prata,particular,gasolina,Blumenau,0,2
LPT9S14,Peugeot,2008,SUV,2018,branco,particular,diesel,Florianópolis,0,3
YNM9I75,Hyundai,Creta,SUV,2024,cinza,particular,flex,Blumenau,0,1
FBO8R54,Peugeot,2008,SUV,2025,preto,particular,gasolina,Chapecó,0,1
AWW3A29,Honda,Fit,passeio,2025,preto,aluguel,flex,Blumenau,0,0
UUG8S80,Toyota,Hilux,utilitário,2018,cinza,particular,flex,Canoinhas,0,3
OAW3G54,Hyundai,Azera,passeio,2018,preto,particular,flex,Jaraguá do Sul,0,1
FOD7W59,Chevrolet,Onix,passeio,2025,branco,particular,álcool,Jaraguá do Sul,0,3
TRC7K65,Volkswagen,Voyage,passeio,2017,preto,particular,flex,São José,0,2
FNB0W90,Volkswagen,Polo,passeio,2022,amarelo,particular,gasolina,Laguna,0,3
SWE4X90,Toyota,SW4,SUV,2025,marrom,particular,gasolina,Florianópolis,0,2
DPI3Y97,Peugeot,308,passeio,2023,branco,particular,gasolina,Jaraguá do Sul,0,0
VDB4H18,Renault,Duster,SUV,2024,preto,particular,flex,Blumenau,1,5
HVR1C85,Fiat,Mobi,passeio,2018,cinza,particular,flex,Blumenau,0,3
SFO4E82,Yamaha,XTZ 150,moto,2022,cinza,particular,gasolina,Chapecó,0,3
POD7J62,Toyota,Etios,passeio,2020,branco,particular,flex,Joinville,0,0
UCZ3G19,Chevrolet,Prisma,passeio,2017,prata,aluguel,flex,Caçador,0,0
HIB8W97,Chevrolet,Tracker,SUV,2024,marrom,aluguel,flex,Florianópolis,0,3
IRK6Z26,Hyundai,Creta,SUV,2021,preto,particular,diesel,Canoinhas,0,2
VDV8Z93,Renault,Logan,passeio,2020,azul,particular,flex,Florianópolis,0,1
MPI4B95,Jeep,Renegade,SUV,2019,branco,particular,flex,Itajaí,0,0
HCV2G71,Renault,Duster,SUV,2022,branco,particular,flex,Joinville,0,3
LVO4B66,Renault,Kwid,passeio,2010,prata,particular,flex,Chapecó,0,2
NXI4V85,Ford,EcoSport,SUV,2021,cinza,particular,gasolina,Itajaí,0,2
GTR8W28,Fiat,Toro,utilitário,2021,preto,particular,flex,Itajaí,0,3
GQN1A17,Chevrolet,Onix,passeio,2022,preto,aluguel,flex,Itajaí,0,2
EIM3X23,Honda,Civic,passeio,2019,vermelho,particular,flex,Blumenau,0,0
HGH3M32,Volkswagen,Gol,passeio,2021,prata,aluguel,flex,Florianópolis,0,1
XPW9O05,Renault,Kwid,passeio,2023,cinza,particular,diesel,Criciúma,0,3
JSK2Z92,Toyota,Yaris,passeio,2020,prata,aluguel,flex,Blumenau,0,3
HEW4R23,Chevrolet,Onix,passeio,2007,preto,particular,flex,Chapecó,0,2
BZA1S47,Ford,EcoSport,SUV,2005,cinza,particular,flex,Xanxerê,0,0
EVO6D50,Suzuki,Intruder 250,moto,2025,verde,particular,flex,Lages,0,1
RES0O92,Suzuki,Intruder 250,moto,2019,verde,particular,gasolina,Blumenau,0,1
VTQ7E64,Chevrolet,Onix,passeio,2019,marrom,particular,álcool,Balneário Camboriú,0,2
AUL2H34,Ford,EcoSport,SUV,2019,verde,particular,gasolina,Blumenau,0,3
FVS5A28,Fiat,Mobi,passeio,2022,preto,particular,flex,Balneário Camboriú,0,3
CCE2F20,Chevrolet,Spin,SUV,2018,preto,particular,gasolina,Florianópolis,0,2
SOA2B12,Honda,HR-V,SUV,2020,preto,particular,diesel,Concórdia,0,1
KJX1X62,Renault,Sandero,passeio,2021,branco,particular,flex,Araranguá,0,3
WBK2Y57,Toyota,Etios,passeio,2024,branco,particular,flex,Caçador,0,0
AKX1K69,Hyundai,Creta,SUV,2019,laranja,aluguel,diesel,Chapecó,0,3
YKC8J32,Chevrolet,Tracker,SUV,2009,amarelo,particular,flex,Jaraguá do Sul,0,1
PKA6M27,Ford,Ka,passeio,2005,prata,particular,flex,Blumenau,0,0
IYU0E20,Volkswagen,T-Cross,SUV,2010,branco,particular,gasolina,Palhoça,0,2
BXA9R84,Jeep,Compass,SUV,2024,amarelo,particular,flex,Tubarão,0,0
JMU0D63,Yamaha,Factor 125,moto,2020,preto,particular,gasolina,Joinville,0,0
UCK9Y33,Yamaha,XTZ 150,moto,2025,marrom,particular,gasolina,Tubarão,0,2
OPD7M28,Yamaha,Fazer 250,moto,2013,vermelho,aluguel,flex,Itajaí,0,1
PWX0H58,Peugeot,308,passeio,2021,branco,particular,flex,Blumenau,0,3
FGQ8V79,Ford,Fusion,passeio,2017,preto,aluguel,gasolina,Blumenau,0,1
REA1U89,Suzuki,Intruder 250,moto,2006,prata,particular,flex,Criciúma,0,3
BBN8F02,Yamaha,Fazer 250,moto,2023,cinza,particular,flex,Lages,1,1
TXD8Q90,Fiat,Mobi,passeio,2021,prata,particular,flex,Itajaí,0,3
JPV9J85,Hyundai,Azera,passeio,2022,prata,particular,álcool,Itajaí,1,16
CWZ3U98,Hyundai,Creta,SUV,2024,vermelho,particular,flex,Criciúma,0,1
ZCM0V64,Fiat,Toro,utilitário,2021,preto,particular,flex,Joinville,0,0
GVM2A70,Suzuki,Yes 125,moto,2015,preto,particular,gasolina,Concórdia,0,1
VMS2N44,Toyota,SW4,SUV,2008,preto,aluguel,flex,São José,0,0
OLQ5U37,Suzuki,Yes 125,moto,2012,preto,particular,gasolina,Chapecó,0,0
JBP5R76,Toyota,Yaris,passeio,2019,prata,particular,flex,Itajaí,0,1
OEU3C98,Renault,Kwid,passeio,2018,preto,particular,diesel,Florianópolis,0,3
DMW7D33,Peugeot,2008,SUV,2011,cinza,particular,álcool,Itajaí,0,3
YIQ9W25,Renault,Logan,passeio,2020,prata,aluguel,gasolina,Rio do Sul,1,20
GZJ9O53,Fiat,Toro,utilitário,2024,prata,particular,gasolina,Palhoça,0,1
FOR4A32,Peugeot,208,passeio,2022,preto,particular,flex,Chapecó,0,2
LOA2P32,Chevrolet,Tracker,SUV,2020,branco,particular,elétrico,Chapecó,0,0
VGO0K50,Volkswagen,T-Cross,SUV,2025,preto,particular,flex,Blumenau,0,1
OWX5B50,Fiat,Strada,utilitário,2023,cinza,particular,flex,Criciúma,0,0
DCI2F12,Toyota,Yaris,passeio,2024,branco,aluguel,flex,Canoinhas,1,3
MMJ7L23,Renault,Logan,passeio,2018,preto,particular,flex,Florianópolis,1,3
TAC7O12,Jeep,Renegade,SUV,2023,prata,particular,gasolina,Chapecó,0,3
EMX1M85,Jeep,Commander,SUV,2012,cinza,particular,flex,Araranguá,0,3
UHG0A30,Peugeot,2008,SUV,2023,branco,particular,flex,Criciúma,0,0
OBX7E32,Hyundai,HB20,passeio,2023,amarelo,particular,diesel,Laguna,0,3
QMF9S89,Yamaha,Fazer 250,moto,2019,amarelo,particular,gasolina,Lages,1,19
UGU0U31,Ford,Ranger,caminhão,2025,cinza,particular,flex,Criciúma,0,0
CFA7N44,Volkswagen,Gol,passeio,2023,prata,particular,flex,Caçador,0,0
BWK5P96,Jeep,Renegade,SUV,2023,azul,particular,diesel,Florianópolis,0,2
WPW2R25,Jeep,Commander,SUV,2019,cinza,particular,flex,Itajaí,0,0
BJS7O48,Volkswagen,Gol,passeio,2021,azul,particular,gasolina,Canoinhas,0,1
JJR0I03,Suzuki,Yes 125,moto,2020,preto,aluguel,gasolina,Lages,1,3
ZSB1A17,Honda,Civic,passeio,2023,cinza,particular,gasolina,Lages,0,3
KYJ4E70,Hyundai,Azera,passeio,2019,branco,particular,flex,Lages,0,1
AKV2O01,Chevrolet,Tracker,SUV,2023,prata,particular,gasolina,Rio do Sul,0,1
HTD9U42,Volkswagen,Virtus,passeio,2020,prata,aluguel,flex,Blumenau,0,2
PIT3N54,Honda,Biz,moto,2019,cinza,particular,flex,Itajaí,0,2
WBW6P05,Hyundai,Azera,passeio,2023,cinza,particular,flex,Xanxerê,0,1
VGI0F43,Yamaha,XTZ 150,moto,2019,azul,aluguel,gasolina,Joinville,0,3
RIF3O01,Yamaha,Fazer 250,moto,2024,branco,aluguel,gasolina,Chapecó,0,1
HTX5G46,Jeep,Renegade,SUV,2021,preto,particular,flex,São José,0,3
XYU8V17,Yamaha,Fazer 250,moto,2019,branco,particular,flex,São José,0,2
CWI6P76,Peugeot,308,passeio,2008,branco,aluguel,flex,Balneário Camboriú,0,0
HPS3V62,Renault,Logan,passeio,2005,cinza,particular,flex,Joinville,0,2
OXY5W84,Ford,Fiesta,passeio,2013,azul,aluguel,flex,Joinville,0,3
VEV3F90,Fiat,Mobi,passeio,2023,prata,particular,flex,Chapecó,0,1
IGC2X25,Yamaha,Fazer 250,moto,2006,cinza,particular,flex,Florianópolis,0,1
QBA9U89,Chevrolet,S10,caminhão,2023,branco,particular,diesel,Itajaí,0,0
YFR3M78,Honda,Fit,passeio,2022,preto,particular,flex,Itajaí,0,0
GQD1H81,Yamaha,Fazer 250,moto,2021,cinza,particular,flex,Florianópolis,0,1
NGX6L38,Yamaha,Fazer 250,moto,2019,prata,particular,gasolina,Florianópolis,0,3
XWB0K13,Jeep,Renegade,SUV,2020,preto,aluguel,flex,Chapecó,0,0
JZR8V84,Hyundai,Azera,passeio,2009,branco,particular,flex,Itajaí,0,0
EUZ5N06,Suzuki,Intruder 250,moto,2005,prata,particular,flex,Canoinhas,0,3
NRQ2Z40,Renault,Kwid,passeio,2023,branco,particular,diesel,São José,0,0
XNT9B10,Chevrolet,Spin,SUV,2005,prata,particular,flex,São José,0,1
FRU5C92,Toyota,Yaris,passeio,2015,prata,particular,flex,Lages,0,2
KTY9A53,Toyota,Hilux,utilitário,2011,prata,particular,gasolina,Lages,0,3
EUY3Z56,Toyota,Yaris,passeio,2010,cinza,particular,diesel,Tubarão,0,1
BZM3E97,Peugeot,308,passeio,2009,preto,particular,diesel,Palhoça,0,2
COZ9F88,Honda,CG 160,moto,2020,branco,particular,gasolina,Rio do Sul,0,0
XJW0U00,Ford,Fusion,passeio,2023,cinza,particular,flex,Canoinhas,0,3
FZB7A43,Peugeot,308,passeio,2018,branco,particular,flex,Chapecó,0,1
MUH2V18,Hyundai,Creta,SUV,2018,amarelo,particular,diesel,Blumenau,0,3
KMG5X46,Fiat,Uno,passeio,2024,cinza,particular,flex,Florianópolis,0,1
VRW1G98,Hyundai,HB20,passeio,2022,branco,aluguel,diesel,Palhoça,0,2
OHG2W12,Yamaha,Factor 125,moto,2006,azul,particular,flex,Palhoça,0,3
FRB4G26,Honda,Fit,passeio,2019,cinza,particular,flex,Blumenau,0,0
ISQ1J10,Fiat,Uno,passeio,2020,vermelho,particular,gasolina,Lages,0,1
DQA6X53,Fiat,Mobi,passeio,2022,cinza,particular,flex,Florianópolis,0,0
ZQA3K23,Suzuki,Intruder 250,moto,2020,cinza,aluguel,gasolina,Brusque,1,11
SYE2H01,Yamaha,Factor 125,moto,2022,prata,particular,gasolina,Canoinhas,0,1
RCR0I19,Honda,Fit,passeio,2025,vermelho,aluguel,flex,São José,0,3
CSH1V75,Jeep,Commander,SUV,2025,branco,particular,flex,Florianópolis,0,0
EJN7N57,Hyundai,HB20,passeio,2022,branco,particular,flex,Criciúma,0,1
SHB5Q51,Honda,City,passeio,2025,laranja,aluguel,flex,Blumenau,0,0
UMD6P65,Suzuki,Yes 125,moto,2020,marrom,particular,gasolina,São José,0,0
IHT6W37,Jeep,Renegade,SUV,2025,prata,particular,flex,Blumenau,0,3
XDN4G83,Suzuki,Intruder 250,moto,2020,preto,particular,gasolina,Chapecó,0,3
ZRO6B73,Hyundai,HB20,passeio,2024,cinza,particular,flex,São José,0,3
UGR9B93,Ford,Ranger,caminhão,2024,prata,particular,diesel,Palhoça,0,1
WOD2O82,Volkswagen,T-Cross,SUV,2025,preto,particular,flex,Concórdia,0,1
TRO2B12,Chevrolet,Onix,passeio,2019,cinza,aluguel,gasolina,Blumenau,1,0
WXD0O32,Toyota,Corolla,passeio,2012,prata,particular,flex,Florianópolis,0,2
IQV2M74,Honda,Fit,passeio,2023,laranja,aluguel,flex,Itajaí,1,20
UJV2J04,Hyundai,Azera,passeio,2020,prata,particular,gasolina,Florianópolis,0,0
CNJ4H51,Fiat,Argo,passeio,2023,branco,aluguel,flex,Lages,0,3
MJZ5U08,Ford,Fusion,passeio,2025,branco,aluguel,flex,Itajaí,0,0
XRB1W43,Ford,Fusion,passeio,2018,branco,particular,flex,Joinville,0,1
JPL6M05,Suzuki,Intruder 250,moto,2019,preto,particular,gasolina,Blumenau,0,1
FJQ8R14,Jeep,Renegade,SUV,2010,preto,particular,flex,Canoinhas,0,0
CPX9V59,Suzuki,Intruder 250,moto,2012,branco,particular,gasolina,Florianópolis,0,0
BAW1E57,Chevrolet,S10,caminhão,2005,prata,aluguel,diesel,Laguna,0,0
QKP5M48,Honda,CG 160,moto,2007,prata,aluguel,flex,Chapecó,0,2
MII7L47,Ford,Ka,passeio,2007,cinza,particular,flex,Blumenau,0,3
UZM2Y08,Volkswagen,Gol,passeio,2012,preto,aluguel,flex,Florianópolis,0,3
ELM0W18,Toyota,Yaris,passeio,2022,prata,aluguel,flex,Rio do Sul,1,0
YCB5L92,Renault,Logan,passeio,2017,branco,particular,flex,Blumenau,1,6
KDV3E73,Honda,HR-V,SUV,2020,branco,particular,flex,Xanxerê,0,0
TMU8C37,Peugeot,2008,SUV,2007,prata,aluguel,flex,Blumenau,0,2
RKI3T40,Honda,Fit,passeio,2018,branco,particular,flex,Chapecó,0,1
ZUL7C09,Fiat,Argo,passeio,2009,cinza,particular,flex,Araranguá,0,1
VMR2L38,Hyundai,HB20,passeio,2023,preto,particular,flex,Laguna,0,0
OTI6G05,Peugeot,308,passeio,2018,branco,particular,flex,Itajaí,0,2
YLO9D93,Peugeot,308,passeio,2020,cinza,particular,flex,Lages,0,0
UUA7N99,Fiat,Uno,passeio,2018,preto,particular,gasolina,Joinville,0,1
DRX0E79,Yamaha,Fazer 250,moto,2023,prata,particular,gasolina,Chapecó,1,5
FIT9Q11,Toyota,Yaris,passeio,2017,prata,particular,flex,Chapecó,1,5
PAM9E92,Jeep,Renegade,SUV,2021,prata,particular,álcool,Blumenau,1,0
EDQ6L99,Honda,Civic,passeio,2025,verde,particular,diesel,Blumenau,0,0
BDI9U15,Honda,Biz,moto,2022,preto,particular,flex,Balneário Camboriú,0,2
WJD9G53,Suzuki,Yes 125,moto,2022,preto,particular,gasolina,Laguna,0,3
NCR2E49,Toyota,Yaris,passeio,2025,preto,particular,gasolina,Blumenau,0,1
LFU9Y17,Honda,Fit,passeio,2024,cinza,particular,flex,Blumenau,0,0
XCY3U37,Honda,City,passeio,2025,cinza,aluguel,flex,Balneário Camboriú,0,0
UJW1I43,Peugeot,2008,SUV,2021,marrom,oficial,flex,Criciúma,0,0
BHN7Q25,Volkswagen,Virtus,passeio,2025,branco,particular,flex,Itajaí,0,0
JKW0V66,Toyota,SW4,SUV,2017,azul,particular,flex,Joinville,0,2
LQB2E16,Honda,Civic,passeio,2021,prata,particular,flex,Joinville,0,1
DGB0X99,Ford,EcoSport,SUV,2007,preto,particular,flex,Lages,0,2
UYB4A73,Jeep,Compass,SUV,2015,verde,particular,álcool,Joinville,0,2
XIE9F45,Suzuki,Yes 125,moto,2023,branco,particular,flex,Florianópolis,0,3
KZT0Y75,Chevrolet,Spin,SUV,2019,amarelo,particular,flex,Palhoça,0,0
YIZ9W63,Renault,Logan,passeio,2006,branco,particular,flex,Palhoça,0,1
MRQ4I89,Ford,Fusion,passeio,2006,branco,particular,flex,Chapecó,1,13
UBH4F15,Volkswagen,Polo,passeio,2006,preto,particular,gasolina,Blumenau,0,0
UHT3W03,Ford,Fusion,passeio,2014,cinza,particular,flex,Chapecó,0,0
UFD6J00,Renault,Duster,SUV,2019,cinza,aluguel,flex,Florianópolis,0,3
WTW0G56,Volkswagen,Gol,passeio,2006,preto,particular,flex,Lages,0,3
QJA9P32,Honda,City,passeio,2007,verde,particular,flex,Florianópolis,0,2
EVO3R31,Honda,City,passeio,2008,preto,oficial,flex,Tubarão,0,2
KRP6V74,Toyota,SW4,SUV,2025,preto,particular,flex,Blumenau,0,2
CKS3P52,Renault,Logan,passeio,2021,prata,particular,diesel,Chapecó,0,3
OMK1W48,Volkswagen,Virtus,passeio,2015,branco,aluguel,flex,Criciúma,0,0
AJU5W10,Hyundai,HB20,passeio,2012,prata,particular,flex,Florianópolis,0,3
XID4J95,Renault,Sandero,passeio,2022,cinza,particular,flex,Jaraguá do Sul,0,0
XRM9X90,Yamaha,XTZ 150,moto,2025,branco,particular,flex,Florianópolis,0,2
BVQ1I85,Chevrolet,Onix,passeio,2021,laranja,particular,flex,Balneário Camboriú,0,0
UJE7T13,Jeep,Commander,SUV,2025,vermelho,particular,flex,Itajaí,1,2
QKV8A70,Fiat,Mobi,passeio,2020,preto,aluguel,flex,Chapecó,0,3
AUV3Q45,Hyundai,HB20,passeio,2021,amarelo,aluguel,flex,Araranguá,0,1
ZXH1J38,Hyundai,HB20,passeio,2022,preto,aluguel,flex,Concórdia,0,1
MBL9V98,Toyota,Yaris,passeio,2015,cinza,particular,flex,Lages,0,3
AMP6H82,Toyota,Hilux,utilitário,2021,laranja,aluguel,gasolina,Florianópolis,0,3
AGK3C13,Chevrolet,S10,caminhão,2020,marrom,particular,diesel,Chapecó,0,1
TGQ4P36,Fiat,Argo,passeio,2021,cinza,particular,gasolina,Balneário Camboriú,0,2
MYU3V09,Suzuki,Intruder 250,moto,2022,prata,particular,gasolina,Itajaí,0,0
XCL0Z55,Toyota,Yaris,passeio,2005,preto,particular,flex,Florianópolis,0,1
CHT1O46,Toyota,Yaris,passeio,2021,amarelo,particular,flex,Joinville,0,0
FQU9S35,Volkswagen,Polo,passeio,2019,branco,particular,flex,Lages,0,0
YHX7H00,Renault,Sandero,passeio,2023,preto,particular,flex,Balneário Camboriú,1,14
FMQ9A84,Jeep,Compass,SUV,2021,azul,particular,flex,Lages,0,3
PGO0M02,Honda,Biz,moto,2019,marrom,particular,gasolina,Palhoça,0,1
YRM0I77,Renault,Kwid,passeio,2022,prata,particular,flex,Blumenau,0,0
QAO7N51,Fiat,Uno,passeio,2019,vermelho,particular,flex,Itajaí,0,2
PUZ3S89,Ford,Ranger,caminhão,2008,preto,particular,diesel,Jaraguá do Sul,1,1
