placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
VND8V58,Fiat,Strada,utilitário,2012,preto,particular,gasolina,Itajaí,0,1
SKT7N44,Yamaha,Factor 125,moto,2019,azul,particular,flex,Xanxerê,0,1
HKU2D83,Renault,Logan,passeio,2015,cinza,particular,flex,Itajaí,0,2
CSS3T47,Hyundai,Tucson,SUV,2023,cinza,aluguel,flex,Balneário Camboriú,0,1
JWV6N61,Ford,Ka,passeio,2015,prata,particular,flex,Balneário Camboriú,0,0
EHJ9X55,Jeep,Renegade,SUV,2022,cinza,particular,flex,Balneário Camboriú,0,3
OGP9J66,Chevrolet,Tracker,SUV,2020,cinza,particular,flex,Joinville,0,3
OUA5S14,Suzuki,Intruder 250,moto,2021,preto,particular,gasolina,Brusque,0,2
ZBD7T08,Toyota,Etios,passeio,2022,branco,particular,flex,Blumenau,0,2
OXX7G40,Suzuki,Intruder 250,moto,2023,cinza,particular,flex,Chapecó,0,2
AIT4J71,Ford,Fiesta,passeio,2023,preto,aluguel,diesel,Palhoça,0,1
JJE9J78,Hyundai,Tucson,SUV,2021,branco,aluguel,flex,Lages,0,2
RJF0M29,Renault,Kwid,passeio,2021,cinza,particular,flex,Lages,0,2
TML9X01,Suzuki,Yes 125,moto,2021,prata,particular,gasolina,Joinville,0,1
QLH5V65,Jeep,Renegade,SUV,2024,cinza,particular,flex,Criciúma,0,2
ZIT7Z64,Hyundai,Creta,SUV,2019,cinza,particular,flex,Brusque,0,1
XHQ7N94,Chevrolet,Tracker,SUV,2022,prata,particular,gasolina,Brusque,0,1
SJM9J45,Toyota,Corolla,passeio,2024,cinza,particular,flex,Blumenau,0,0
JLM7P99,Ford,Ka,passeio,2009,marrom,particular,flex,Joinville,0,1
ANH9S99,Honda,Biz,moto,2018,prata,particular,gasolina,Palhoça,0,0
XMP9G35,Ford,Ka,passeio,2025,laranja,particular,flex,Balneário Camboriú,0,2
VIJ1D84,Ford,EcoSport,SUV,2010,prata,particular,flex,Blumenau,0,3
JUB9Y97,Renault,Duster,SUV,2007,cinza,particular,diesel,Chapecó,0,0
NXD3M10,Chevrolet,Spin,SUV,2012,prata,aluguel,flex,Rio do Sul,0,1
LKM3L53,Renault,Logan,passeio,2023,branco,particular,elétrico,Rio do Sul,0,3
QNJ5P37,Honda,CG 160,moto,2019,branco,particular,flex,Blumenau,0,0
PVH5N46,Fiat,Strada,utilitário,2021,prata,particular,flex,Chapecó,0,1
KJE1U62,Fiat,Toro,utilitário,2019,prata,particular,diesel,Florianópolis,0,1
ADG2V09,Jeep,Renegade,SUV,2010,cinza,particular,gasolina,Araranguá,0,3
DDU7G83,Hyundai,Azera,passeio,2013,preto,particular,flex,São José,0,3
ACQ0H75,Renault,Logan,passeio,2012,laranja,particular,flex,Criciúma,0,0
KAX2Q14,Ford,EcoSport,SUV,2005,cinza,particular,gasolina,Xanxerê,0,3
YVO4P18,Suzuki,Intruder 250,moto,2020,prata,particular,gasolina,Laguna,0,3
ILC2O43,Toyota,Corolla,passeio,2005,prata,particular,gasolina,Blumenau,0,0
OEN9B48,Honda,Civic,passeio,2020,branco,aluguel,flex,Florianópolis,0,2
QAB8W58,Jeep,Renegade,SUV,2022,cinza,particular,gasolina,Chapecó,0,0
UMP5P92,Toyota,Hilux,utilitário,2012,branco,particular,elétrico,Araranguá,0,3
WIN5X51,Suzuki,Yes 125,moto,2010,cinza,particular,gasolina,Itajaí,0,2
WPY5K50,Suzuki,Intruder 250,moto,2024,preto,particular,gasolina,Blumenau,0,1
HMJ7P54,Volkswagen,Polo,passeio,2022,cinza,aluguel,flex,Florianópolis,0,1
KVI3V52,Renault,Kwid,passeio,2023,marrom,particular,flex,Joinville,0,2
ZSM7Y80,Chevrolet,Prisma,passeio,2020,prata,particular,flex,Itajaí,0,0
HGU4L70,Volkswagen,Voyage,passeio,2005,marrom,aluguel,flex,São José,0,2
IAK3U34,Hyundai,HB20,passeio,2015,branco,particular,flex,Chapecó,0,1
UWI6D85,Jeep,Commander,SUV,2018,cinza,aluguel,flex,São José,0,2
HWD3R58,Toyota,Corolla,passeio,2021,branco,particular,flex,Chapecó,0,2
ZQB7N24,Chevrolet,S10,caminhão,2024,branco,particular,diesel,Brusque,0,3
BYL7E42,Peugeot,208,passeio,2019,prata,particular,gasolina,Chapecó,0,0
NDF6J13,Ford,EcoSport,SUV,2018,preto,particular,gasolina,Palhoça,0,0
JWU7T81,Chevrolet,Prisma,passeio,2018,prata,aluguel,flex,Itajaí,0,0
GTR1S92,Toyota,Hilux,utilitário,2024,branco,aluguel,flex,Chapecó,0,3
ZNR7B04,Yamaha,Factor 125,moto,2014,branco,particular,gasolina,Chapecó,0,0
IOM2W00,Yamaha,Factor 125,moto,2020,preto,aluguel,flex,Brusque,0,2
ATN5L66,Honda,Biz,moto,2025,cinza,particular,flex,Itajaí,0,1
NJP2Z13,Yamaha,XTZ 150,moto,2023,preto,particular,gasolina,Balneário Camboriú,0,1
BBX5C28,Yamaha,Fazer 250,moto,2013,preto,particular,gasolina,Chapecó,0,3
EZP1Z71,Chevrolet,Spin,SUV,2022,prata,particular,flex,Lages,0,0
HQO4Q02,Yamaha,Factor 125,moto,2011,vermelho,particular,flex,Xanxerê,0,0
EZP1X48,Yamaha,Fazer 250,moto,2006,cinza,particular,gasolina,Araranguá,0,2
QWD4I48,Yamaha,XTZ 150,moto,2022,amarelo,particular,flex,Florianópolis,0,3
FLH4Y66,Toyota,Hilux,utilitário,2021,cinza,particular,álcool,Criciúma,0,1
NUJ2P16,Honda,Biz,moto,2013,prata,particular,flex,São José,0,1
PCD0S71,Jeep,Commander,SUV,2024,cinza,particular,flex,Florianópolis,0,0
AHN9H65,Fiat,Toro,utilitário,2024,branco,particular,flex,Chapecó,0,2
OZJ7Y52,Renault,Sandero,passeio,2021,marrom,aluguel,flex,Araranguá,1,0
NYT3A31,Volkswagen,Voyage,passeio,2021,vermelho,aluguel,flex,Lages,0,3
GQA8G47,Hyundai,Azera,passeio,2025,preto,particular,flex,São José,0,2
LVR3H49,Yamaha,Factor 125,moto,2025,branco,particular,flex,Itajaí,0,1
AGF8V52,Volkswagen,T-Cross,SUV,2019,cinza,particular,gasolina,Itajaí,0,2
BJL8Q84,Jeep,Commander,SUV,2009,preto,particular,diesel,Brusque,0,1
FPA2P52,Renault,Duster,SUV,2025,verde,particular,diesel,Florianópolis,0,0
WYK2X56,Suzuki,Yes 125,moto,2023,prata,particular,flex,Lages,0,2
NPA3J28,Renault,Duster,SUV,2014,branco,particular,gasolina,Blumenau,0,1
LSM4F25,Fiat,Mobi,passeio,2025,cinza,particular,gasolina,Lages,0,1
NPQ7M35,Honda,Biz,moto,2024,cinza,aluguel,gasolina,Chapecó,0,3
EUB8K17,Yamaha,Factor 125,moto,2011,preto,particular,flex,Florianópolis,0,3
EVQ9O27,Toyota,SW4,SUV,2024,verde,particular,flex,Chapecó,0,3
HBF0J29,Fiat,Argo,passeio,2011,cinza,particular,flex,Palhoça,0,3
LLU1P51,Volkswagen,Voyage,passeio,2008,branco,particular,flex,Araranguá,0,1
VSM0Q59,Suzuki,Yes 125,moto,2025,branco,particular,gasolina,São José,0,2
USN0D59,Honda,Biz,moto,2015,laranja,particular,gasolina,Itajaí,0,2
PIW8Q08,Ford,Ranger,caminhão,2021,cinza,aluguel,diesel,Chapecó,0,3
TFZ9W15,Ford,Fusion,passeio,2014,preto,particular,gasolina,Itajaí,0,0
BAY7S19,Suzuki,Yes 125,moto,2024,branco,particular,flex,Itajaí,0,2
RKB0J34,Chevrolet,Spin,SUV,2019,prata,particular,flex,Palhoça,0,3
NPK1I01,Fiat,Strada,utilitário,2005,branco,particular,flex,Balneário Camboriú,0,3
UUN0J49,Ford,Fusion,passeio,2025,cinza,particular,flex,Blumenau,0,3
OOR1C26,Hyundai,Creta,SUV,2020,prata,particular,gasolina,Rio do Sul,0,1
XMM2E43,Ford,EcoSport,SUV,2018,branco,particular,flex,Blumenau,0,2
YIL8Y11,Hyundai,Azera,passeio,2019,branco,particular,flex,Palhoça,0,2
EVY4U00,Peugeot,308,passeio,2015,preto,particular,flex,Concórdia,0,2
XHQ3F22,Peugeot,Partner,utilitário,2016,preto,particular,flex,Chapecó,0,2
AXG6K05,Jeep,Renegade,SUV,2023,preto,particular,flex,Itajaí,0,1
NVM0S66,Renault,Duster,SUV,2020,prata,aluguel,gasolina,São José,0,0
NKE8W35,Jeep,Compass,SUV,2017,branco,particular,flex,Joinville,0,2
UFH0C83,Fiat,Toro,utilitário,2010,cinza,particular,gasolina,Blumenau,0,2
HUA2M36,Volkswagen,Virtus,passeio,2021,cinza,aluguel,flex,Araranguá,0,2
KPW2V86,Ford,Fusion,passeio,2019,prata,particular,flex,Blumenau,0,0
UPK7J82,Chevrolet,Prisma,passeio,2025,branco,particular,flex,Blumenau,0,1
UEI7H01,Jeep,Commander,SUV,2025,preto,particular,flex,Chapecó,0,1
GWB1D63,Volkswagen,Gol,passeio,2014,verde,particular,flex,Blumenau,0,3
OLE2X14,Yamaha,Factor 125,moto,2018,cinza,particular,gasolina,Palhoça,0,0
TVV9J89,Jeep,Renegade,SUV,2017,prata,particular,flex,Florianópolis,0,2
TWR8Q88,Volkswagen,Virtus,passeio,2021,prata,particular,flex,Caçador,0,3
WJN7T35,Renault,Kwid,passeio,2011,cinza,particular,flex,Florianópolis,0,0
XDF8Z93,Toyota,Etios,passeio,2014,vermelho,particular,flex,Itajaí,0,2
THT0J66,Volkswagen,Gol,passeio,2023,cinza,particular,flex,Palhoça,0,1
VFU8Q92,Yamaha,Factor 125,moto,2015,preto,particular,gasolina,São José,0,1
DNQ6I86,Peugeot,208,passeio,2021,branco,aluguel,gasolina,Criciúma,0,2
IOD2S73,Renault,Sandero,passeio,2018,cinza,particular,gasolina,Chapecó,0,0
HLO8I42,Fiat,Mobi,passeio,2018,preto,particular,flex,Balneário Camboriú,0,2
KZT6R80,Toyota,Corolla,passeio,2023,preto,particular,flex,Joinville,0,0
TNM0W55,Yamaha,Factor 125,moto,2006,branco,particular,gasolina,Laguna,0,2
MRB2K79,Peugeot,Partner,utilitário,2025,verde,particular,flex,Araranguá,0,1
EKY2S32,Honda,City,passeio,2010,vermelho,particular,flex,São José,0,3
EWR5M75,Peugeot,2008,SUV,2024,amarelo,particular,elétrico,Criciúma,0,2
ASG0V05,Jeep,Renegade,SUV,2023,preto,particular,flex,Xanxerê,0,3
DJJ6N97,Volkswagen,Gol,passeio,2023,cinza,aluguel,flex,São José,0,2
FGF3B92,Fiat,Argo,passeio,2018,verde,particular,flex,Blumenau,0,3
MPK3Z17,Honda,CG 160,moto,2022,branco,particular,flex,Florianópolis,0,0
RCM7Z18,Fiat,Mobi,passeio,2022,vermelho,particular,flex,Joinville,0,2
RZO2F51,Suzuki,Yes 125,moto,2025,preto,particular,gasolina,Itajaí,0,0
AUD1Q24,Ford,EcoSport,SUV,2019,branco,particular,flex,Florianópolis,0,3
KQN9R64,Ford,Ranger,caminhão,2018,branco,particular,diesel,Blumenau,0,3
UZY9Y77,Hyundai,HB20,passeio,2020,laranja,aluguel,flex,Joinville,0,3
BLN1U11,Jeep,Commander,SUV,2019,laranja,particular,flex,Florianópolis,0,0
GXZ2Y95,Peugeot,308,passeio,2023,verde,particular,diesel,Chapecó,0,0
LPC1B86,Ford,Ranger,caminhão,2011,preto,particular,diesel,Joinville,0,2
MUA2L13,Fiat,Uno,passeio,2019,prata,aluguel,diesel,Florianópolis,0,3
WJD1W81,Peugeot,308,passeio,2024,branco,particular,gasolina,Concórdia,0,3
KEV2N52,Fiat,Mobi,passeio,2025,prata,particular,flex,Florianópolis,0,2
JZW4U05,Jeep,Commander,SUV,2023,verde,particular,flex,Criciúma,0,0
JMH7F12,Jeep,Renegade,SUV,2018,prata,aluguel,flex,Chapecó,0,0
KRO4D40,Yamaha,Factor 125,moto,2016,branco,aluguel,gasolina,Florianópolis,0,1
RBM3K22,Volkswagen,Gol,passeio,2018,prata,particular,flex,Itajaí,0,1
CKZ4H20,Toyota,Yaris,passeio,2010,prata,particular,diesel,Florianópolis,0,2
NWI3Q75,Honda,HR-V,SUV,2019,branco,particular,flex,Chapecó,0,2
FOC3E22,Yamaha,Fazer 250,moto,2025,branco,particular,flex,Chapecó,0,2
LMA8G32,Peugeot,208,passeio,2025,cinza,aluguel,gasolina,Chapecó,0,2
VBL4B07,Yamaha,XTZ 150,moto,2019,cinza,particular,gasolina,Itajaí,0,2
DYD9O19,Volkswagen,Voyage,passeio,2012,cinza,particular,gasolina,Chapecó,0,3
KVQ6D04,Fiat,Strada,utilitário,2023,cinza,particular,flex,Blumenau,0,0
NGN3P85,Peugeot,Partner,utilitário,2011,branco,particular,flex,Xanxerê,0,1
HHB8E92,Yamaha,XTZ 150,moto,2022,preto,particular,flex,Blumenau,0,1
PKA4M23,Renault,Duster,SUV,2019,preto,aluguel,flex,Joinville,0,2
DAR7G23,Yamaha,Fazer 250,moto,2022,branco,particular,gasolina,Florianópolis,0,2
WIQ8Y11,Toyota,Yaris,passeio,2011,cinza,particular,álcool,Itajaí,0,3
JDA0E14,Ford,Ranger,caminhão,2021,branco,particular,diesel,Itajaí,0,2
FIO4G83,Ford,Fiesta,passeio,2024,branco,particular,diesel,Itajaí,0,3
FIB0Z46,Renault,Logan,passeio,2025,branco,particular,gasolina,Caçador,0,2
HVR1C85,Fiat,Mobi,passeio,2018,cinza,particular,flex,Blumenau,0,3
VQP2R93,Honda,Biz,moto,2021,branco,particular,gasolina,Laguna,0,0
AZK2Y88,Renault,Logan,passeio,2020,preto,particular,diesel,Xanxerê,0,0
SAP7Q48,Yamaha,Factor 125,moto,2025,preto,particular,flex,Araranguá,0,3
QUN6J71,Toyota,Hilux,utilitário,2022,prata,particular,diesel,Florianópolis,0,2
HWD2X85,Honda,Civic,passeio,2012,preto,aluguel,flex,Xanxerê,0,0
BLI4W68,Volkswagen,Gol,passeio,2022,preto,particular,gasolina,Balneário Camboriú,0,0
FVN5Q69,Jeep,Commander,SUV,2019,branco,particular,flex,Blumenau,0,3
POW7W08,Toyota,Corolla,passeio,2024,amarelo,particular,flex,Caçador,0,0
YHJ2U51,Suzuki,Yes 125,moto,2024,preto,particular,gasolina,Lages,0,0
WDY7B69,Renault,Logan,passeio,2022,cinza,particular,flex,Florianópolis,0,1
QIT5G62,Ford,Fiesta,passeio,2006,vermelho,particular,gasolina,Blumenau,0,0
RZB2Z84,Toyota,SW4,SUV,2025,cinza,particular,flex,Jaraguá do Sul,0,0
KWD4R14,Ford,Ranger,caminhão,2024,preto,particular,diesel,São José,0,3
UCS7W28,Chevrolet,Prisma,passeio,2022,prata,particular,flex,Criciúma,0,0
UVU3E94,Toyota,Corolla,passeio,2021,prata,particular,flex,Xanxerê,0,1
HDC0R57,Volkswagen,Virtus,passeio,2022,preto,particular,flex,Palhoça,0,0
HWP2T61,Honda,Civic,passeio,2020,preto,aluguel,gasolina,Chapecó,0,3
UZS4L42,Honda,Biz,moto,2017,preto,particular,gasolina,Criciúma,0,1
ZRN2G79,Chevrolet,Prisma,passeio,2016,branco,particular,gasolina,Balneário Camboriú,0,1
GHQ6Y06,Honda,City,passeio,2020,cinza,particular,diesel,Joinville,0,0
IRX6H66,Peugeot,308,passeio,2018,marrom,particular,gasolina,Criciúma,0,3
KBV0S89,Fiat,Toro,utilitário,2018,branco,aluguel,álcool,Jaraguá do Sul,0,1
KTL1Y95,Honda,City,passeio,2018,marrom,aluguel,flex,Lages,0,2
LUV9K32,Renault,Kwid,passeio,2025,branco,particular,flex,Araranguá,0,2
KAD6A62,Renault,Duster,SUV,2017,preto,aluguel,flex,Caçador,0,3
EMC3R25,Fiat,Mobi,passeio,2021,cinza,particular,flex,Florianópolis,0,1
OTZ3V24,Peugeot,308,passeio,2021,branco,particular,flex,Florianópolis,0,0
MNA4C10,Suzuki,Yes 125,moto,2020,prata,particular,gasolina,Itajaí,0,3
BJU3K42,Volkswagen,Polo,passeio,2025,preto,particular,flex,Xanxerê,0,2
CWZ0Z25,Jeep,Compass,SUV,2024,branco,particular,flex,Palhoça,0,1
YPV5C34,Chevrolet,Tracker,SUV,2010,prata,particular,flex,Chapecó,0,1
XHY4N91,Honda,City,passeio,2024,cinza,particular,flex,Itajaí,0,1
KDX7I44,Renault,Logan,passeio,2012,branco,particular,flex,São José,0,2
YYD7I05,Ford,Ka,passeio,2024,azul,particular,flex,Lages,0,3
YGT0Z39,Suzuki,Intruder 250,moto,2019,prata,particular,flex,Florianópolis,0,3
KXY0F33,Yamaha,Factor 125,moto,2009,preto,particular,gasolina,Balneário Camboriú,0,2
BEN6M22,Renault,Logan,passeio,2020,prata,particular,flex,Araranguá,0,1
AYC3Z55,Renault,Duster,SUV,2013,preto,particular,diesel,Blumenau,0,0
NOV2H70,Toyota,Yaris,passeio,2024,prata,particular,diesel,Itajaí,0,3
EQM7D18,Jeep,Compass,SUV,2025,branco,particular,flex,Criciúma,0,2
IVW4Y25,Hyundai,Azera,passeio,2016,preto,particular,diesel,Balneário Camboriú,0,0
CEQ5A58,Suzuki,Intruder 250,moto,2025,cinza,particular,gasolina,Balneário Camboriú,0,3
HJI9S63,Peugeot,Partner,utilitário,2023,verde,aluguel,flex,Blumenau,0,2
IPE2B37,Peugeot,Partner,utilitário,2008,preto,particular,flex,Criciúma,0,0
JAR5T32,Hyundai,HB20,passeio,2018,cinza,particular,álcool,Florianópolis,0,0
DWJ9X31,Hyundai,Tucson,SUV,2021,cinza,particular,flex,Blumenau,0,0
WTU9S45,Jeep,Renegade,SUV,2017,branco,particular,elétrico,Joinville,0,3
EEW5P63,Yamaha,XTZ 150,moto,2022,cinza,particular,gasolina,Blumenau,0,1
KNA3Z12,Yamaha,Factor 125,moto,2007,cinza,particular,flex,Balneário Camboriú,0,3
RWE9M83,Yamaha,XTZ 150,moto,2018,branco,particular,gasolina,Blumenau,0,1
FNL5U78,Jeep,Commander,SUV,2018,cinza,aluguel,flex,Joinville,0,1
SXW6D20,Volkswagen,Gol,passeio,2020,amarelo,particular,flex,Palhoça,0,0
TKF7J85,Renault,Kwid,passeio,2015,prata,particular,flex,Blumenau,0,1
NOV3X15,Volkswagen,Polo,passeio,2025,cinza,particular,flex,Balneário Camboriú,0,1
BRW5O94,Fiat,Uno,passeio,2018,prata,particular,flex,Rio do Sul,0,3
SNS0P42,Hyundai,Tucson,SUV,2024,branco,particular,flex,Blumenau,0,3
IWP1V08,Suzuki,Intruder 250,moto,2022,preto,particular,flex,Palhoça,0,2
KYE6L65,Ford,Ranger,caminhão,2025,branco,particular,flex,Xanxerê,0,3
BOJ0W63,Peugeot,308,passeio,2019,prata,particular,flex,Chapecó,0,2
HPN7Q39,Volkswagen,Polo,passeio,2024,branco,particular,flex,Blumenau,0,0
AAF9G11,Peugeot,208,passeio,2025,marrom,particular,flex,Joinville,0,2
SSF1I01,Chevrolet,Spin,SUV,2015,branco,particular,flex,Florianópolis,0,3
HYJ9Z43,Hyundai,Creta,SUV,2012,cinza,particular,gasolina,Itajaí,0,3
ZWL9H20,Yamaha,Factor 125,moto,2018,prata,particular,gasolina,Laguna,0,2
ODO1T23,Chevrolet,S10,caminhão,2020,prata,particular,diesel,Blumenau,0,0
MDB5F78,Toyota,Corolla,passeio,2021,preto,aluguel,flex,Canoinhas,0,3
WPW2G67,Hyundai,Azera,passeio,2005,preto,aluguel,flex,Balneário Camboriú,0,3
NVC4G13,Yamaha,Factor 125,moto,2016,branco,particular,flex,Chapecó,0,1
HYH2E54,Suzuki,Intruder 250,moto,2017,prata,particular,flex,Lages,0,2
MTS1M32,Chevrolet,Tracker,SUV,2021,branco,particular,flex,Chapecó,0,2
RSV4T91,Fiat,Argo,passeio,2016,prata,particular,flex,Criciúma,0,2
RNO5C99,Yamaha,Fazer 250,moto,2011,laranja,particular,gasolina,Araranguá,0,1
ACM1A49,Toyota,SW4,passeio,2023,amarelo,particular,flex,Joinville,1,3
KNC2T65,Volkswagen,Voyage,passeio,2024,cinza,particular,flex,Chapecó,0,3
KDL1Q62,Suzuki,Intruder 250,moto,2018,laranja,aluguel,gasolina,Araranguá,0,2
ZAQ2Z26,Jeep,Renegade,SUV,2021,prata,aluguel,elétrico,Criciúma,0,2
HQA7V93,Volkswagen,Polo,passeio,2013,preto,particular,flex,Lages,0,1
VNY8D37,Volkswagen,Gol,passeio,2024,marrom,particular,flex,Blumenau,0,3
PDZ7U44,Toyota,SW4,SUV,2019,preto,particular,flex,Tubarão,0,3
IQF5S98,Suzuki,Intruder 250,moto,2020,cinza,particular,flex,Palhoça,0,2
KBS9Z43,Renault,Logan,passeio,2018,prata,particular,diesel,Concórdia,0,3
RJY1R65,Volkswagen,Polo,passeio,2019,verde,particular,flex,Itajaí,0,0
RZL9C70,Volkswagen,Gol,passeio,2022,branco,particular,flex,Chapecó,0,1
DOX9G21,Fiat,Uno,passeio,2023,laranja,particular,gasolina,Xanxerê,0,3
IWS5Z58,Suzuki,Yes 125,moto,2023,prata,aluguel,flex,Itajaí,0,1
EKM5Y28,Renault,Duster,SUV,2024,preto,aluguel,flex,Itajaí,0,1
HKH2S33,Yamaha,XTZ 150,moto,2023,cinza,particular,gasolina,Blumenau,0,1
PLZ1Y84,Ford,EcoSport,SUV,2019,branco,particular,flex,Palhoça,0,0
ZIJ7M50,Fiat,Strada,utilitário,2024,cinza,particular,álcool,Caçador,0,1
SHT6Y70,Chevrolet,S10,caminhão,2022,branco,aluguel,flex,Jaraguá do Sul,0,2
WXZ5V74,Suzuki,Intruder 250,moto,2020,branco,particular,gasolina,Joinville,0,3
MWK6Y82,Toyota,Hilux,utilitário,2024,cinza,particular,flex,Florianópolis,0,0
FUC4Y30,Suzuki,Yes 125,moto,2020,azul,particular,flex,Xanxerê,0,1
YMW4L13,Ford,EcoSport,SUV,2024,cinza,particular,diesel,Chapecó,0,2
KRP6V74,Toyota,SW4,SUV,2025,preto,particular,flex,Blumenau,0,2
PUS7N76,Fiat,Argo,passeio,2022,azul,particular,flex,Joinville,0,0
TMM7L91,Toyota,Yaris,passeio,2017,branco,particular,flex,Blumenau,0,1
VOJ4C97,Volkswagen,Voyage,passeio,2020,prata,particular,álcool,Blumenau,0,2
UOR8D02,Renault,Duster,SUV,2016,branco,particular,flex,Chapecó,0,2
QRJ3U78,Suzuki,Intruder 250,moto,2024,preto,aluguel,gasolina,Lages,0,1
NGT8U74,Fiat,Uno,passeio,2024,prata,particular,flex,Criciúma,0,3
SFK8I98,Fiat,Uno,passeio,2022,prata,particular,gasolina,Joinville,0,3
JGI7C55,Chevrolet,Onix,passeio,2022,prata,oficial,flex,Blumenau,0,2
VTS0F35,Peugeot,208,passeio,2024,marrom,particular,flex,Palhoça,0,1
HTI0U81,Suzuki,Intruder 250,moto,2022,branco,particular,gasolina,Itajaí,0,2
XEV4A90,Jeep,Compass,SUV,2023,branco,particular,flex,Blumenau,0,2
VRF4C08,Yamaha,Factor 125,moto,2024,branco,particular,flex,Brusque,0,0
DSV9O20,Suzuki,Intruder 250,moto,2014,preto,particular,flex,Araranguá,0,2
GCL1T67,Suzuki,Yes 125,moto,2024,marrom,particular,gasolina,Lages,0,2
PIO0F03,Jeep,Renegade,SUV,2024,branco,particular,flex,Joinville,0,0
LVU0K33,Volkswagen,T-Cross,SUV,2008,prata,particular,flex,Brusque,0,3
