placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
FAI8H48,Toyota,Corolla,passeio,2020,cinza,particular,flex,Palhoça,0,2
FZR2F46,Chevrolet,Prisma,passeio,2007,prata,particular,flex,Blumenau,0,2
WNL9N50,Chevrolet,S10,caminhão,2005,amarelo,particular,diesel,Lages,0,2
HFS0A29,Honda,City,passeio,2006,amarelo,particular,flex,Joinville,0,3
VHJ6W08,Peugeot,Partner,utilitário,2009,laranja,aluguel,diesel,Tubarão,0,2
GNZ9F47,Chevrolet,Spin,SUV,2021,cinza,particular,flex,Chapecó,0,3
YTG8X80,Hyundai,HB20,passeio,2022,branco,particular,diesel,Jaraguá do Sul,0,3
YAX7L66,Ford,Fusion,passeio,2020,prata,particular,flex,Joinville,0,1
RRX2B85,Hyundai,Tucson,SUV,2022,prata,particular,flex,Itajaí,0,3
WPF0M66,Honda,Fit,passeio,2024,branco,particular,diesel,Araranguá,0,3
DCX9T54,Volkswagen,Virtus,passeio,2013,laranja,particular,diesel,Criciúma,0,1
RGZ5M98,Yamaha,XTZ 150,moto,2010,cinza,particular,flex,Caçador,0,3
DMZ0Z78,Ford,Ka,passeio,2023,branco,particular,flex,São José,0,1
XJG3C23,Fiat,Argo,passeio,2025,preto,particular,flex,Chapecó,0,1
EHB5Y83,Jeep,Commander,SUV,2021,branco,particular,flex,Brusque,0,2
KCG3A80,Chevrolet,Spin,SUV,2022,cinza,aluguel,diesel,Florianópolis,0,1
NHA4I56,Honda,HR-V,SUV,2018,cinza,particular,flex,Balneário Camboriú,0,0
XOC4F58,Yamaha,Factor 125,moto,2019,preto,particular,flex,Itajaí,0,0
UJM5Z97,Ford,Ranger,caminhão,2025,cinza,particular,diesel,Blumenau,0,3
NON2G93,Volkswagen,T-Cross,SUV,2022,branco,particular,flex,Xanxerê,0,1
WYF5P29,Peugeot,308,passeio,2005,prata,particular,flex,Florianópolis,0,2
ZCG8G10,Renault,Sandero,passeio,2023,cinza,particular,flex,Joinville,0,3
XWD2M61,Volkswagen,T-Cross,SUV,2007,azul,particular,flex,Itajaí,0,0
GGO1Q22,Volkswagen,Polo,passeio,2022,branco,particular,flex,Lages,0,0
GQJ1S97,Honda,Fit,passeio,2010,prata,particular,gasolina,São José,0,2
ZFU4E95,Renault,Duster,SUV,2019,preto,particular,flex,Itajaí,0,3
XFW4P89,Suzuki,Yes 125,moto,2021,cinza,particular,flex,Florianópolis,0,0
ORJ5O43,Suzuki,Intruder 250,moto,2007,preto,particular,flex,Blumenau,1,16
SXH0B30,Hyundai,Creta,SUV,2017,preto,particular,álcool,Criciúma,0,0
OKA2Z60,Suzuki,Yes 125,moto,2023,azul,particular,flex,Joinville,0,2
GPU4U22,Ford,Ka,passeio,2022,prata,particular,flex,Itajaí,0,2
MNI6N50,Fiat,Mobi,passeio,2013,branco,particular,flex,Balneário Camboriú,0,3
YUG7M48,Suzuki,Yes 125,moto,2024,cinza,particular,flex,Florianópolis,0,0
IRL4J92,Fiat,Uno,passeio,2024,vermelho,particular,diesel,São José,0,3
ESA7I79,Hyundai,HB20,passeio,2020,preto,particular,flex,Tubarão,0,0
EPH1K56,Hyundai,Creta,SUV,2021,branco,particular,diesel,Florianópolis,0,3
NQH8B96,Jeep,Renegade,SUV,2024,branco,aluguel,flex,Chapecó,1,12
MZK1O86,Chevrolet,Prisma,passeio,2018,vermelho,particular,flex,Tubarão,0,1
ELB1H71,Peugeot,208,passeio,2024,preto,aluguel,flex,Joinville,1,2
CLZ9R39,Hyundai,Creta,SUV,2009,prata,particular,flex,São José,0,0
BHO9U16,Suzuki,Intruder 250,moto,2019,preto,particular,flex,Balneário Camboriú,0,3
IRX5Z89,Suzuki,Yes 125,moto,2019,cinza,particular,gasolina,Itajaí,0,2
FHS9P86,Toyota,Hilux,utilitário,2005,cinza,particular,flex,Joinville,0,2
RLC0Z73,Jeep,Commander,SUV,2018,preto,particular,flex,Florianópolis,0,3
DNL9M50,Fiat,Mobi,passeio,2023,cinza,particular,flex,Joinville,0,0
RFX3E14,Honda,Biz,moto,2007,cinza,particular,flex,Balneário Camboriú,0,2
VMG9Q35,Toyota,Hilux,utilitário,2016,branco,particular,flex,Balneário Camboriú,0,0
HSR0Y69,Jeep,Commander,SUV,2006,prata,aluguel,gasolina,Itajaí,0,0
MKB6C56,Renault,Sandero,passeio,2021,verde,particular,flex,Chapecó,0,0
CUY8N48,Ford,Ranger,caminhão,2019,prata,aluguel,diesel,Xanxerê,0,0
KTY2E87,Honda,CG 160,moto,2018,preto,aluguel,gasolina,Joinville,0,3
UDP1D05,Jeep,Commander,SUV,2014,vermelho,particular,elétrico,Palhoça,0,2
QIL7R10,Ford,Fusion,passeio,2018,laranja,particular,diesel,Blumenau,0,1
WIN4W80,Volkswagen,Voyage,passeio,2022,prata,particular,diesel,Rio do Sul,0,2
FNX6H45,Ford,Fiesta,passeio,2021,prata,particular,álcool,Joinville,0,2
SJF2V60,Toyota,Hilux,utilitário,2021,preto,particular,gasolina,Blumenau,0,3
QBR1K28,Suzuki,Intruder 250,moto,2022,prata,particular,gasolina,Itajaí,0,2
QDT7O55,Toyota,Yaris,passeio,2019,branco,particular,flex,Florianópolis,0,2
XMM0F42,Jeep,Compass,SUV,2018,prata,particular,diesel,Florianópolis,0,3
WMU7O83,Jeep,Compass,SUV,2007,amarelo,particular,flex,Caçador,0,0
DNU0M67,Ford,Fusion,passeio,2018,cinza,particular,gasolina,Xanxerê,0,1
HDN6D14,Toyota,Corolla,passeio,2018,cinza,particular,flex,Xanxerê,0,0
ANC2F07,Fiat,Argo,passeio,2019,branco,particular,flex,Joinville,0,3
KHK4I61,Chevrolet,Tracker,SUV,2023,preto,particular,gasolina,Caçador,0,2
SBV5S39,Ford,Fiesta,passeio,2013,vermelho,particular,diesel,Blumenau,0,1
WWM6H17,Volkswagen,Virtus,passeio,2010,vermelho,particular,flex,Florianópolis,1,1
OUQ9K69,Jeep,Renegade,SUV,2019,prata,particular,álcool,Palhoça,0,0
RSB8D55,Honda,Biz,moto,2019,laranja,particular,gasolina,São José,0,2
CEG1J37,Toyota,SW4,SUV,2022,prata,particular,gasolina,Balneário Camboriú,0,2
UQS2A18,Yamaha,Factor 125,moto,2012,vermelho,particular,flex,Jaraguá do Sul,0,3
SCZ3B79,Suzuki,Intruder 250,moto,2006,prata,particular,flex,São José,0,2
GHW2R56,Hyundai,Azera,passeio,2019,branco,particular,flex,Palhoça,0,2
KMC3X24,Jeep,Renegade,SUV,2019,laranja,particular,flex,Palhoça,0,2
OWN8L89,Volkswagen,Polo,passeio,2019,laranja,particular,flex,São José,0,1
YZY0N98,Jeep,Commander,SUV,2024,cinza,particular,flex,Blumenau,0,3
SUB2A86,Yamaha,Factor 125,moto,2023,preto,particular,flex,Criciúma,0,0
DVK9F28,Hyundai,Creta,SUV,2019,branco,particular,diesel,Tubarão,0,0
GNE5L85,Toyota,Yaris,passeio,2018,branco,aluguel,flex,Itajaí,1,2
JAH0X28,Hyundai,Tucson,SUV,2018,prata,particular,gasolina,Florianópolis,0,3
DVR0Y29,Yamaha,Fazer 250,moto,2009,prata,particular,gasolina,Florianópolis,0,3
HPO3L55,Volkswagen,Polo,passeio,2015,cinza,particular,flex,Blumenau,0,0
MGE7M20,Toyota,Etios,passeio,2025,branco,particular,diesel,Brusque,1,9
IUG6E57,Jeep,Renegade,SUV,2019,cinza,particular,flex,Florianópolis,1,20
WBV0E53,Renault,Logan,passeio,2015,preto,particular,flex,Xanxerê,0,2
XOZ7S25,Peugeot,308,passeio,2019,marrom,particular,flex,Balneário Camboriú,0,3
USQ1I78,Renault,Kwid,passeio,2010,preto,aluguel,flex,Chapecó,0,0
TBG4J46,Jeep,Compass,SUV,2022,prata,aluguel,flex,Joinville,0,1
GLT8Y56,Renault,Sandero,passeio,2024,preto,particular,gasolina,Criciúma,0,2
PGR6X25,Chevrolet,Tracker,SUV,2024,cinza,aluguel,gasolina,Palhoça,0,3
AFA4R81,Toyota,Etios,passeio,2011,branco,particular,flex,Criciúma,0,0
HKO0V53,Suzuki,Yes 125,moto,2024,prata,particular,flex,Jaraguá do Sul,0,1
ZAI6W18,Chevrolet,Prisma,passeio,2017,amarelo,aluguel,diesel,Chapecó,0,0
ILP6U28,Toyota,Yaris,passeio,2021,marrom,aluguel,flex,Araranguá,0,3
XNM1L20,Volkswagen,T-Cross,SUV,2020,cinza,particular,flex,Blumenau,0,0
AEQ5L68,Peugeot,308,passeio,2025,preto,aluguel,álcool,Blumenau,0,3
QWU3P45,Yamaha,Factor 125,moto,2009,preto,particular,flex,Jaraguá do Sul,0,1
RFR6B44,Yamaha,Factor 125,moto,2018,prata,particular,flex,Concórdia,0,3
ZRG9U42,Chevrolet,Spin,SUV,2016,cinza,particular,álcool,Caçador,0,1
YVU9A80,Peugeot,208,passeio,2025,preto,aluguel,flex,Xanxerê,0,1
ZOS2F95,Honda,City,passeio,2007,preto,particular,flex,Itajaí,0,2
JXK6O68,Ford,Ranger,caminhão,2018,branco,particular,diesel,Itajaí,0,1
IUO9F44,Peugeot,308,passeio,2023,prata,aluguel,flex,Itajaí,0,1
GGR2W48,Yamaha,Fazer 250,moto,2019,branco,aluguel,flex,Canoinhas,0,2
RAP0N56,Toyota,Corolla,passeio,2013,marrom,particular,flex,Balneário Camboriú,0,1
UZB2F05,Volkswagen,Voyage,passeio,2012,preto,aluguel,álcool,São José,0,2
ZZA1Z04,Yamaha,XTZ 150,moto,2025,prata,aluguel,flex,Florianópolis,0,2
RTC7B86,Yamaha,Fazer 250,moto,2009,verde,particular,gasolina,Joinville,0,2
IVU3S21,Honda,Civic,passeio,2022,preto,particular,flex,Itajaí,0,2
IOU0C09,Honda,HR-V,SUV,2022,prata,particular,flex,Chapecó,0,0
LCH4F49,Ford,Ka,passeio,2022,cinza,particular,flex,Joinville,0,3
MQO3V93,Yamaha,XTZ 150,moto,2020,amarelo,aluguel,flex,Lages,0,1
KYX0V39,Toyota,SW4,utilitário,2010,prata,particular,flex,Joinville,1,1
MTI8Y13,Volkswagen,Polo,passeio,2025,preto,particular,flex,Canoinhas,0,2
EJB9Q53,Chevrolet,Prisma,passeio,2022,prata,aluguel,gasolina,Joinville,0,1
JKB5K25,Toyota,Hilux,SUV,2018,preto,aluguel,flex,Lages,1,1
AXG8P45,Fiat,Uno,passeio,2021,prata,particular,gasolina,Chapecó,0,3
FVQ5U57,Volkswagen,Gol,passeio,2025,prata,particular,gasolina,Xanxerê,0,3
KYP7R22,Peugeot,308,passeio,2022,branco,particular,álcool,Joinville,0,0
BYQ3I11,Toyota,Etios,passeio,2024,cinza,aluguel,flex,Florianópolis,0,0
EGL2U86,Jeep,Renegade,SUV,2021,branco,aluguel,flex,Blumenau,0,3
IUP1M59,Toyota,SW4,SUV,2018,branco,particular,diesel,Tubarão,0,1
YVV1Y61,Yamaha,Factor 125,moto,2017,prata,particular,flex,Florianópolis,0,3
IAE8X37,Fiat,Argo,passeio,2023,prata,particular,flex,São José,0,0
UYV4D87,Volkswagen,Virtus,passeio,2014,preto,particular,gasolina,Palhoça,0,1
TRC4G41,Jeep,Commander,SUV,2012,prata,aluguel,flex,Itajaí,0,0
NHS9P26,Ford,Fiesta,passeio,2020,preto,particular,flex,Chapecó,0,1
URF2W27,Yamaha,Factor 125,moto,2022,laranja,particular,flex,Joinville,0,0
COK3V39,Suzuki,Yes 125,moto,2021,prata,particular,gasolina,Rio do Sul,0,2
LTQ1Q23,Toyota,Hilux,utilitário,2021,branco,particular,flex,Itajaí,0,3
RCA0Q12,Renault,Sandero,passeio,2015,prata,particular,flex,Tubarão,0,1
XJV3O94,Honda,Fit,passeio,2020,marrom,particular,gasolina,Chapecó,0,0
AYW5O11,Jeep,Commander,SUV,2012,branco,particular,álcool,Florianópolis,0,2
NJI5P21,Peugeot,Partner,utilitário,2025,prata,particular,flex,Joinville,0,1
ILW7J02,Renault,Logan,passeio,2021,azul,aluguel,flex,Palhoça,0,1
EHW0D84,Ford,Ranger,caminhão,2007,laranja,particular,flex,Lages,0,3
IZX5R90,Renault,Logan,passeio,2014,laranja,particular,flex,Itajaí,0,3
XFY7W56,Toyota,Yaris,passeio,2016,branco,particular,flex,Lages,0,3
KFM3V05,Renault,Sandero,passeio,2014,amarelo,aluguel,flex,Joinville,1,16
XZD5A27,Yamaha,Factor 125,moto,2016,cinza,particular,gasolina,Itajaí,0,1
GNM5Z20,Honda,Biz,moto,2021,marrom,particular,flex,Palhoça,0,2
EWY3J38,Suzuki,Yes 125,moto,2023,preto,particular,flex,Joinville,0,1
ZXG3T34,Toyota,Corolla,passeio,2018,prata,particular,flex,Brusque,0,0
VOL8F64,Hyundai,HB20,passeio,2016,verde,particular,flex,Itajaí,0,1
DIO0J88,Honda,Biz,moto,2005,preto,aluguel,flex,Joinville,0,2
KBG5S93,Hyundai,Tucson,SUV,2023,branco,particular,flex,Blumenau,0,3
OGV0R88,Renault,Logan,passeio,2022,cinza,aluguel,diesel,Joinville,1,19
QPG6Y89,Yamaha,Fazer 250,moto,2019,azul,particular,gasolina,Chapecó,0,3
BBP5I93,Toyota,SW4,SUV,2017,preto,particular,flex,Jaraguá do Sul,0,1
YGT6Q52,Toyota,Etios,passeio,2005,prata,particular,gasolina,Florianópolis,0,0
ING5Y40,Toyota,SW4,SUV,2019,cinza,particular,flex,Chapecó,0,0
COF7W48,Toyota,Hilux,utilitário,2019,amarelo,particular,flex,Joinville,1,5
MFO0O35,Fiat,Uno,passeio,2025,cinza,particular,gasolina,Florianópolis,0,0
DHO5Q88,Fiat,Mobi,passeio,2013,branco,particular,gasolina,Rio do Sul,0,2
EZL3I83,Yamaha,Fazer 250,passeio,2012,azul,particular,gasolina,Blumenau,1,0
CWZ1H66,Peugeot,308,passeio,2018,laranja,particular,elétrico,Joinville,0,1
CPT4Q99,Peugeot,2008,SUV,2008,branco,particular,gasolina,Concórdia,0,3
JBR1V51,Chevrolet,S10,caminhão,2025,branco,particular,diesel,Itajaí,0,2
LMH3F10,Honda,HR-V,SUV,2018,vermelho,particular,flex,Tubarão,0,1
YVQ4E89,Peugeot,2008,SUV,2021,prata,aluguel,flex,Palhoça,0,3
WJE7B13,Ford,Fusion,passeio,2021,prata,particular,flex,Florianópolis,0,1
OXU2X54,Peugeot,308,passeio,2025,prata,particular,flex,Florianópolis,0,3
KLC0F42,Toyota,SW4,SUV,2021,cinza,particular,flex,Chapecó,0,0
SRX8Q24,Volkswagen,Virtus,passeio,2017,branco,particular,gasolina,Itajaí,0,1
SGN5N98,Fiat,Uno,passeio,2021,branco,aluguel,flex,Joinville,0,0
XVE1V67,Peugeot,Partner,utilitário,2022,prata,particular,flex,Joinville,0,2
TIH0I52,Yamaha,Factor 125,moto,2012,prata,particular,flex,Florianópolis,1,11
BXP9A11,Peugeot,208,passeio,2023,branco,particular,flex,Florianópolis,0,0
WAH2T92,Hyundai,Tucson,SUV,2018,laranja,particular,flex,Itajaí,1,1
KEZ6M91,Peugeot,208,passeio,2017,prata,particular,flex,Blumenau,0,1
XIN7L03,Ford,Ka,passeio,2019,cinza,particular,flex,Blumenau,0,3
QXZ8J68,Peugeot,2008,SUV,2022,prata,particular,flex,Criciúma,0,0
CDG1E41,Honda,Biz,moto,2023,marrom,particular,gasolina,Araranguá,0,2
AHQ9C81,Chevrolet,S10,caminhão,2023,prata,particular,diesel,Canoinhas,0,1
HZF8B86,Yamaha,Factor 125,moto,2009,prata,particular,gasolina,Chapecó,0,1
NEP5A99,Yamaha,Factor 125,moto,2025,marrom,particular,flex,Palhoça,0,1
PXS8O21,Jeep,Compass,SUV,2010,branco,particular,flex,Criciúma,0,3
UMO6B53,Yamaha,Fazer 250,moto,2021,cinza,particular,gasolina,São José,0,0
MAH7Y45,Yamaha,Fazer 250,moto,2025,azul,particular,flex,Florianópolis,0,0
YHK2Q66,Renault,Kwid,passeio,2021,laranja,aluguel,flex,Chapecó,0,1
PHG0X00,Yamaha,XTZ 150,moto,2022,azul,particular,gasolina,Laguna,0,2
PRU9D46,Yamaha,Factor 125,moto,2008,cinza,particular,gasolina,Chapecó,0,3
SXV8L36,Peugeot,Partner,utilitário,2021,branco,particular,diesel,Brusque,1,6
MAU1T96,Chevrolet,Spin,SUV,2007,branco,particular,gasolina,Blumenau,1,16
YTR9P97,Jeep,Commander,SUV,2019,vermelho,particular,flex,Joinville,0,2
QUI2D60,Volkswagen,Polo,passeio,2012,cinza,particular,flex,Florianópolis,0,1
IWM7S67,Yamaha,XTZ 150,passeio,2018,azul,aluguel,flex,Joinville,1,1
SBQ7H45,Suzuki,Yes 125,moto,2022,branco,particular,gasolina,Palhoça,0,3
QVJ8U21,Fiat,Uno,passeio,2018,cinza,particular,flex,Concórdia,0,3
RDM3Z50,Volkswagen,Gol,passeio,2018,preto,particular,diesel,Balneário Camboriú,0,3
BXI7G16,Ford,Fiesta,passeio,2015,branco,particular,flex,Caçador,0,2
ZLB5J88,Peugeot,2008,SUV,2014,cinza,particular,flex,Blumenau,0,1
OQM2Q09,Peugeot,2008,SUV,2024,branco,particular,elétrico,Florianópolis,0,0
PUH3F55,Suzuki,Yes 125,moto,2016,branco,particular,gasolina,Criciúma,0,1
FGA3F41,Chevrolet,Spin,SUV,2021,cinza,particular,flex,Itajaí,0,2
OMV3O95,Suzuki,Yes 125,moto,2022,branco,aluguel,flex,Chapecó,0,1
HWJ2B34,Ford,Fiesta,passeio,2023,prata,particular,gasolina,Palhoça,0,0
RNT6T80,Hyundai,Creta,SUV,2023,branco,particular,flex,Itajaí,1,20
ANZ7M79,Chevrolet,Spin,SUV,2006,preto,aluguel,flex,Joinville,0,2
XXG1W20,Honda,Civic,passeio,2018,prata,aluguel,flex,Rio do Sul,1,20
CZP1T80,Peugeot,2008,SUV,2025,preto,particular,flex,São José,0,2
BVJ2W18,Hyundai,Azera,passeio,2014,branco,particular,flex,Rio do Sul,0,1
MZI8U99,Honda,City,passeio,2014,preto,particular,flex,Joinville,0,0
THG6D75,Jeep,Renegade,SUV,2015,branco,particular,flex,Itajaí,0,0
NAI4V85,Honda,Fit,passeio,2024,preto,particular,álcool,Lages,0,1
CXI6G99,Suzuki,Yes 125,moto,2023,prata,particular,flex,Chapecó,0,1
KFM3V05,Honda,Civic,passeio,2014,cinza,particular,flex,São José,1,0
XKI5T89,Chevrolet,S10,caminhão,2012,branco,particular,diesel,Chapecó,0,0
KBC5I71,Fiat,Argo,passeio,2011,cinza,particular,flex,Joinville,0,0
HDP0K50,Ford,Ka,passeio,2011,prata,particular,diesel,Lages,0,0
PHA3N19,Renault,Logan,passeio,2021,prata,particular,álcool,Joinville,0,2
KMO9C95,Peugeot,308,passeio,2021,branco,particular,gasolina,Itajaí,0,2
LWF8E64,Toyota,Etios,passeio,2023,cinza,particular,diesel,Florianópolis,1,9
UZR2I45,Suzuki,Yes 125,moto,2021,vermelho,particular,gasolina,Joinville,0,0
AEO1V51,Ford,EcoSport,SUV,2021,vermelho,particular,gasolina,São José,0,1
GCR1Q31,Jeep,Commander,SUV,2024,prata,particular,flex,Joinville,0,0
AFN7X65,Toyota,Corolla,passeio,2011,prata,particular,flex,Lages,0,3
PNM3Z47,Honda,HR-V,SUV,2023,cinza,particular,flex,Joinville,0,2
ZOH1F31,Hyundai,Azera,passeio,2020,azul,particular,gasolina,Brusque,1,11
JJT7E14,Chevrolet,Prisma,passeio,2019,branco,particular,flex,Lages,0,2
CEI9S60,Suzuki,Yes 125,moto,2023,vermelho,particular,gasolina,Brusque,0,0
TLE0H59,Suzuki,Yes 125,moto,2019,branco,particular,gasolina,Araranguá,0,2
AXK0Z26,Suzuki,Yes 125,moto,2010,prata,particular,gasolina,Laguna,0,3
TLZ1F50,Peugeot,2008,SUV,2013,branco,particular,gasolina,Palhoça,0,2
VPA7H12,Suzuki,Yes 125,moto,2020,prata,particular,flex,Joinville,0,3
RNT6T80,Jeep,Commander,SUV,2018,prata,particular,elétrico,Palhoça,1,2
XXY2N53,Ford,EcoSport,SUV,2011,preto,oficial,flex,Concórdia,0,2
XAE5V29,Suzuki,Intruder 250,moto,2009,preto,particular,flex,Xanxerê,0,3
JBA4L96,Suzuki,Yes 125,moto,2021,branco,particular,flex,Blumenau,0,1
FQS6P44,Peugeot,Partner,utilitário,2023,preto,particular,flex,Jaraguá do Sul,0,3
ACR1S55,Renault,Kwid,passeio,2025,cinza,particular,flex,Chapecó,0,3
WFY9I87,Ford,Ranger,caminhão,2023,preto,particular,diesel,Blumenau,0,0
KFQ0K72,Suzuki,Intruder 250,moto,2023,cinza,aluguel,gasolina,Itajaí,0,1
QVB8B16,Ford,Ranger,caminhão,2018,branco,aluguel,diesel,Rio do Sul,0,2
KZF3Y60,Honda,HR-V,SUV,2006,azul,aluguel,gasolina,Joinville,0,1
DQK6V76,Fiat,Mobi,passeio,2005,vermelho,particular,flex,Palhoça,0,1
TTO8H50,Toyota,Hilux,utilitário,2006,branco,particular,flex,Balneário Camboriú,0,0
MGC3M72,Hyundai,Creta,SUV,2022,branco,particular,gasolina,São José,0,1
VLQ5B98,Volkswagen,Virtus,passeio,2023,preto,particular,flex,Florianópolis,0,1
LSH7N64,Toyota,Yaris,passeio,2024,cinza,particular,flex,Joinville,0,2
TMX6F97,Honda,City,passeio,2024,cinza,particular,diesel,Joinville,0,1
ORX7M91,Chevrolet,Onix,SUV,2025,preto,particular,flex,Concórdia,1,3
