placa,timestamp,cam,faixa,lat,lon,timestamp_legivel,is_clonado,num_infracoes,marca,modelo,tipo,cor
SSM3D91,1754017361419,CAM117,1,-27.854817,-50.339808,2025-08-01 03:02:41,False,3,Hyundai,Tucson,SUV,cinza
NCL1A97,1754017363741,CAM012,1,-27.639646,-48.531668,2025-08-01 03:02:43,False,1,Yamaha,Factor 125,moto,cinza
TQG4G71,1754017366887,CAM101,1,-28.716021,-49.35362,2025-08-01 03:02:46,False,1,Suzuki,Yes 125,moto,amarelo
FIP0T41,1754017393928,CAM181,2,-27.197601,-52.01949,2025-08-01 03:03:13,False,1,Chevrolet,S10,caminhão,azul
CRY5Q85,1754017398874,CAM198,3,-28.511354,-48.759494,2025-08-01 03:03:18,False,3,Fiat,Uno,passeio,preto
BAE6M61,1754017402872,CAM135,1,-27.018356,-48.629027,2025-08-01 03:03:22,False,0,Jeep,Compass,SUV,prata
SQD3F28,1754017406896,CAM089,1,-27.630599,-48.606101,2025-08-01 03:03:26,False,2,Fiat,Argo,passeio,branco
QBO5T31,1754017427931,CAM166,1,-28.4272,-48.992455,2025-08-01 03:03:47,False,0,Renault,Duster,SUV,prata
NFU9X51,1754017428889,CAM087,2,-26.941515,-48.70314,2025-08-01 03:03:48,False,2,Hyundai,Azera,passeio,cinza
ACM7D03,1754017434094,CAM011,1,-27.565665,-48.563531,2025-08-01 03:03:54,False,3,Toyota,Yaris,passeio,branco
JOE7Y20,1754017435641,CAM190,2,-28.98017,-49.49688,2025-08-01 03:03:55,False,0,Hyundai,Tucson,SUV,cinza
KVP2U75,1754017438256,CAM125,1,-27.639161,-48.711076,2025-08-01 03:03:58,False,3,Toyota,Hilux,utilitário,prata
FOH0H05,1754017440014,CAM198,3,-28.511354,-48.759494,2025-08-01 03:04:00,False,1,Jeep,Compass,SUV,prata
CVF8P15,1754017440353,CAM172,1,-26.740646,-50.998373,2025-08-01 03:04:00,False,1,Hyundai,Azera,passeio,amarelo
GCG9P39,1754017443864,CAM088,3,-26.905496,-48.673119,2025-08-01 03:04:03,False,0,Honda,HR-V,SUV,vermelho
IZQ8L65,1754017455464,CAM178,1,-27.206181,-51.998277,2025-08-01 03:04:15,False,2,Peugeot,308,passeio,amarelo
QBS0C42,1754017461518,CAM195,1,-27.250791,-49.608209,2025-08-01 03:04:21,False,3,Suzuki,Yes 125,moto,branco
TPT7X91,1754017464550,CAM080,2,-26.904068,-48.673776,2025-08-01 03:04:24,False,3,Volkswagen,T-Cross,SUV,branco
RVP7D64,1754017466396,CAM067,3,-27.089588,-52.646725,2025-08-01 03:04:26,False,3,Honda,Biz,moto,laranja
ZAT9G00,1754017470753,CAM132,2,-27.650022,-48.662951,2025-08-01 03:04:30,False,0,Volkswagen,Gol,passeio,cinza
IYG8B02,1754017471779,CAM100,1,-27.59525,-48.655833,2025-08-01 03:04:31,False,2,Renault,Duster,SUV,marrom
TYG2B71,1754017472314,CAM168,1,-28.444845,-49.042745,2025-08-01 03:04:32,False,2,Hyundai,Tucson,SUV,prata
SRZ4F50,1754017474892,CAM054,4,-26.889032,-49.028251,2025-08-01 03:04:34,False,2,Fiat,Argo,passeio,amarelo
PAX7J69,1754017475289,CAM048,3,-26.874626,-49.025956,2025-08-01 03:04:35,False,0,Chevrolet,Tracker,SUV,prata
DLL9Q68,1754017486265,CAM132,3,-27.650022,-48.662951,2025-08-01 03:04:46,False,0,Yamaha,Factor 125,moto,prata
DNW8Z33,1754017507793,CAM037,1,-26.301821,-48.813124,2025-08-01 03:05:07,False,2,Renault,Sandero,passeio,marrom
UVG2Y87,1754017509560,CAM128,1,-27.689405,-48.659544,2025-08-01 03:05:09,False,0,Volkswagen,Voyage,passeio,branco
HWY4L36,1754017518977,CAM050,1,-26.917503,-49.072988,2025-08-01 03:05:18,False,0,Hyundai,Tucson,SUV,laranja
KAN1L72,1754017533961,CAM199,2,-26.151732,-50.408483,2025-08-01 03:05:33,False,0,Yamaha,Factor 125,moto,branco
YNU0A47,1754017538244,CAM095,1,-27.61802,-48.672861,2025-08-01 03:05:38,False,3,Chevrolet,Spin,SUV,laranja
THE5M71,1754017541352,CAM062,1,-27.106563,-52.574794,2025-08-01 03:05:41,False,0,Toyota,Yaris,passeio,branco
VGW8D36,1754017557395,CAM110,3,-28.655147,-49.350789,2025-08-01 03:05:57,False,1,Yamaha,XTZ 150,moto,preto
LEY4K00,1754017558439,CAM088,1,-26.905496,-48.673119,2025-08-01 03:05:58,False,2,Renault,Duster,SUV,verde
ICZ5B77,1754017560175,CAM196,1,-27.217139,-49.623065,2025-08-01 03:06:00,False,3,Honda,Biz,moto,branco
NRA0T67,1754017561360,CAM100,2,-27.59525,-48.655833,2025-08-01 03:06:01,False,1,Honda,Biz,moto,azul
YLZ2H76,1754017562074,CAM152,1,-26.441575,-49.083999,2025-08-01 03:06:02,False,2,Renault,Logan,passeio,cinza
QIQ5D34,1754017564695,CAM107,2,-28.706373,-49.370972,2025-08-01 03:06:04,False,2,Renault,Duster,SUV,marrom
HAY2T95,1754017579713,CAM094,3,-27.597538,-48.615515,2025-08-01 03:06:19,False,2,Yamaha,Fazer 250,moto,preto
HQI0Y37,1754017580116,CAM068,1,-27.107182,-52.609544,2025-08-01 03:06:20,False,0,Peugeot,308,passeio,prata
OFZ5W58,1754017584160,CAM173,1,-26.805324,-51.008732,2025-08-01 03:06:24,False,2,Jeep,Commander,SUV,laranja
STS5I85,1754017588935,CAM001,3,-27.629172,-48.510152,2025-08-01 03:06:28,True,11,Honda,Fit,passeio,cinza
GBP5F54,1754017600394,CAM165,1,-28.477203,-48.982138,2025-08-01 03:06:40,False,2,Peugeot,208,passeio,amarelo
PRN3N46,1754017601892,CAM163,1,-28.453016,-49.031255,2025-08-01 03:06:41,False,1,Suzuki,Intruder 250,moto,vermelho
JGG8N91,1754017603104,CAM115,1,-27.801804,-50.310248,2025-08-01 03:06:43,False,2,Peugeot,2008,SUV,branco
WSS7F10,1754017603180,CAM062,1,-27.106563,-52.574794,2025-08-01 03:06:43,False,1,Hyundai,Tucson,SUV,preto
BSG8R23,1754017606055,CAM141,2,-26.962098,-48.640889,2025-08-01 03:06:46,False,0,Yamaha,Fazer 250,moto,prata
DBB6Q01,1754017614096,CAM020,2,-27.553275,-48.52113,2025-08-01 03:06:54,False,0,Volkswagen,T-Cross,SUV,branco
ATZ5V57,1754017620475,CAM122,1,-27.814061,-50.365064,2025-08-01 03:07:00,False,2,Chevrolet,Onix,passeio,cinza
LKX9P37,1754017628378,CAM045,1,-26.878825,-49.091118,2025-08-01 03:07:08,False,3,Honda,Biz,moto,cinza
MID7J70,1754017637473,CAM056,3,-26.959372,-49.096569,2025-08-01 03:07:17,False,3,Peugeot,308,passeio,prata
TPG9Y29,1754017641285,CAM061,1,-27.111656,-52.634875,2025-08-01 03:07:21,False,2,Jeep,Renegade,SUV,branco
MOF9L42,1754017641287,CAM117,1,-27.854817,-50.339808,2025-08-01 03:07:21,False,1,Jeep,Compass,SUV,preto
YTM9N53,1754017648290,CAM125,1,-27.639161,-48.711076,2025-08-01 03:07:28,False,2,Chevrolet,Onix,passeio,prata
UCN1U56,1754017649020,CAM084,4,-26.940825,-48.674495,2025-08-01 03:07:29,False,1,Ford,EcoSport,SUV,cinza
IQU6S69,1754017650464,CAM116,1,-27.850583,-50.328079,2025-08-01 03:07:30,False,0,Suzuki,Yes 125,moto,cinza
IDP2U52,1754017655031,CAM098,1,-27.605703,-48.611207,2025-08-01 03:07:35,False,2,Honda,CG 160,moto,vermelho
XRQ5Q09,1754017662250,CAM065,1,-27.073856,-52.618593,2025-08-01 03:07:42,False,1,Honda,City,passeio,azul
EIR0R95,1754017663970,CAM198,2,-28.511354,-48.759494,2025-08-01 03:07:43,False,0,Suzuki,Intruder 250,moto,prata
MSN6F15,1754017673131,CAM075,1,-27.091991,-52.57705,2025-08-01 03:07:53,False,2,Volkswagen,T-Cross,SUV,cinza
OBP7V63,1754017676240,CAM155,1,-27.068071,-48.919883,2025-08-01 03:07:56,False,2,Jeep,Compass,SUV,preto
CAB5A84,1754017678403,CAM116,1,-27.850583,-50.328079,2025-08-01 03:07:58,False,3,Renault,Logan,passeio,branco
OJE7X08,1754017679894,CAM147,2,-26.452379,-49.057648,2025-08-01 03:07:59,False,2,Yamaha,Fazer 250,moto,marrom
ECN7J63,1754017683458,CAM155,1,-27.068071,-48.919883,2025-08-01 03:08:03,False,0,Peugeot,2008,SUV,azul
CGI9R97,1754017683563,CAM097,1,-27.591881,-48.638006,2025-08-01 03:08:03,False,2,Peugeot,2008,SUV,branco
KMQ6Y64,1754017690140,CAM174,1,-26.77448,-51.053571,2025-08-01 03:08:10,False,3,Honda,CG 160,moto,branco
XHN3H39,1754017703685,CAM198,1,-28.511354,-48.759494,2025-08-01 03:08:23,False,2,Honda,HR-V,SUV,cinza
LLX6K06,1754017709936,CAM197,2,-28.451572,-48.75175,2025-08-01 03:08:29,False,3,Chevrolet,Spin,SUV,amarelo
EVQ8O97,1754017721198,CAM132,2,-27.650022,-48.662951,2025-08-01 03:08:41,False,0,Chevrolet,Spin,SUV,branco
LOB5S80,1754017722696,CAM117,4,-27.854817,-50.339808,2025-08-01 03:08:42,False,0,Jeep,Commander,SUV,cinza
UBU8E83,1754017729418,CAM051,1,-26.925914,-49.087139,2025-08-01 03:08:49,False,1,Renault,Sandero,passeio,preto
NFU9X51,1754017743889,CAM081,2,-26.916216,-48.69029,2025-08-01 03:09:03,False,2,Hyundai,Azera,passeio,cinza
RVM2G20,1754017748824,CAM102,1,-28.70602,-49.378652,2025-08-01 03:09:08,True,0,Fiat,Toro,moto,prata
FUT6H13,1754017754279,CAM119,1,-27.853163,-50.290847,2025-08-01 03:09:14,False,2,Jeep,Renegade,SUV,prata
EIP5Y75,1754017755876,CAM047,3,-26.889437,-49.039474,2025-08-01 03:09:15,False,1,Chevrolet,Tracker,SUV,prata
BEK6M31,1754017757312,CAM004,1,-27.610686,-48.509266,2025-08-01 03:09:17,False,3,Yamaha,XTZ 150,moto,cinza
JVW8I39,1754017769286,CAM154,1,-26.487645,-49.060987,2025-08-01 03:09:29,False,1,Fiat,Uno,passeio,laranja
GSO2I46,1754017777636,CAM102,1,-28.70602,-49.378652,2025-08-01 03:09:37,False,1,Ford,Ranger,caminhão,branco
JHU2W00,1754017788144,CAM180,1,-27.198265,-52.009963,2025-08-01 03:09:48,False,0,Volkswagen,Voyage,passeio,preto
VNM1C99,1754017802930,CAM170,1,-28.495571,-49.022481,2025-08-01 03:10:02,False,2,Volkswagen,T-Cross,SUV,branco
EQH9A90,1754017810555,CAM084,4,-26.940825,-48.674495,2025-08-01 03:10:10,False,3,Renault,Logan,passeio,cinza
SFN5E09,1754017811963,CAM015,1,-27.601544,-48.540679,2025-08-01 03:10:11,False,0,Volkswagen,Polo,passeio,branco
FWQ5P94,1754017812649,CAM044,1,-26.345274,-48.811889,2025-08-01 03:10:12,False,2,Chevrolet,Prisma,passeio,amarelo
EAT3J49,1754017814949,CAM072,1,-27.108121,-52.617666,2025-08-01 03:10:14,False,1,Chevrolet,Spin,SUV,verde
DTD7M76,1754017816764,CAM043,1,-26.299679,-48.887698,2025-08-01 03:10:16,False,2,Renault,Logan,passeio,preto
EFQ6S91,1754017817984,CAM102,3,-28.70602,-49.378652,2025-08-01 03:10:17,True,19,Volkswagen,Voyage,passeio,cinza
IFB0P24,1754017819712,CAM025,1,-26.284078,-48.871797,2025-08-01 03:10:19,True,14,Suzuki,Yes 125,moto,verde
KKN4U18,1754017825988,CAM001,3,-27.629172,-48.510152,2025-08-01 03:10:25,True,17,Hyundai,HB20,passeio,preto
CVI9K93,1754017833394,CAM105,1,-28.704769,-49.387786,2025-08-01 03:10:33,False,1,Honda,CG 160,moto,prata
UVY8Q70,1754017844921,CAM021,1,-27.567818,-48.53384,2025-08-01 03:10:44,False,0,Ford,Ka,passeio,cinza
EOE3X40,1754017851970,CAM079,1,-26.886221,-48.627122,2025-08-01 03:10:51,False,2,Chevrolet,Onix,passeio,cinza
SPT9A13,1754017862176,CAM186,4,-26.884027,-52.384312,2025-08-01 03:11:02,False,0,Jeep,Compass,SUV,preto
STS5I85,1754017863935,CAM062,2,-27.106563,-52.574794,2025-08-01 03:11:03,True,11,Honda,Fit,passeio,cinza
ETK6C75,1754017871565,CAM068,1,-27.107182,-52.609544,2025-08-01 03:11:11,False,3,Suzuki,Yes 125,moto,branco
XMK4N23,1754017878498,CAM162,2,-27.098705,-48.893716,2025-08-01 03:11:18,False,1,Honda,City,passeio,preto
XMZ0X10,1754017886687,CAM176,2,-26.751208,-51.058,2025-08-01 03:11:26,False,2,Renault,Kwid,passeio,amarelo
GJT5Z08,1754017887565,CAM142,2,-26.971004,-48.680117,2025-08-01 03:11:27,False,3,Hyundai,HB20,passeio,cinza
TDJ2X32,1754017892485,CAM129,3,-27.669172,-48.710898,2025-08-01 03:11:32,False,1,Renault,Kwid,passeio,prata
SIJ1V32,1754017907251,CAM128,1,-27.689405,-48.659544,2025-08-01 03:11:47,False,0,Toyota,Corolla,passeio,branco
GGJ9A68,1754017916505,CAM085,1,-26.873284,-48.679163,2025-08-01 03:11:56,False,0,Honda,Biz,moto,branco
VOP0N08,1754017917189,CAM057,1,-26.929275,-49.067182,2025-08-01 03:11:57,False,1,Renault,Kwid,passeio,marrom
TLN4Y11,1754017930855,CAM026,2,-26.313702,-48.884936,2025-08-01 03:12:10,True,6,Renault,Logan,passeio,preto
IET8V56,1754017937315,CAM088,2,-26.905496,-48.673119,2025-08-01 03:12:17,False,1,Honda,Fit,passeio,preto
UZM7S33,1754017942021,CAM053,1,-26.908019,-49.092137,2025-08-01 03:12:22,False,1,Renault,Logan,passeio,preto
SOA0V30,1754017943151,CAM181,2,-27.197601,-52.01949,2025-08-01 03:12:23,False,2,Honda,Biz,moto,prata
DMZ4N48,1754017951528,CAM117,2,-27.854817,-50.339808,2025-08-01 03:12:31,False,2,Ford,EcoSport,SUV,marrom
FSD1K32,1754017954768,CAM086,1,-26.907958,-48.626431,2025-08-01 03:12:34,False,1,Volkswagen,T-Cross,SUV,preto
ZWF6J16,1754017955023,CAM084,1,-26.940825,-48.674495,2025-08-01 03:12:35,False,0,Volkswagen,Polo,passeio,prata
WOZ8L11,1754017958923,CAM177,1,-27.270945,-52.04602,2025-08-01 03:12:38,False,3,Ford,Ka,passeio,vermelho
GMI7D02,1754017961714,CAM049,2,-26.895726,-49.054214,2025-08-01 03:12:41,False,2,Yamaha,Factor 125,moto,cinza
ACD5P83,1754017962223,CAM141,2,-26.962098,-48.640889,2025-08-01 03:12:42,False,0,Volkswagen,Gol,passeio,branco
HUY0B33,1754017966808,CAM100,2,-27.59525,-48.655833,2025-08-01 03:12:46,False,2,Yamaha,Fazer 250,moto,cinza
OSL0Q23,1754017968418,CAM132,1,-27.650022,-48.662951,2025-08-01 03:12:48,False,1,Peugeot,208,passeio,azul
SKW9V51,1754017971719,CAM122,2,-27.814061,-50.365064,2025-08-01 03:12:51,False,2,Renault,Logan,passeio,preto
MPI2V27,1754017973783,CAM176,1,-26.751208,-51.058,2025-08-01 03:12:53,False,2,Jeep,Commander,SUV,branco
RVM2G20,1754017979824,CAM062,1,-27.106563,-52.574794,2025-08-01 03:12:59,True,0,Fiat,Toro,moto,prata
PSF9Z69,1754017980112,CAM130,1,-27.646014,-48.684793,2025-08-01 03:13:00,False,1,Chevrolet,Prisma,passeio,laranja
VMQ4I33,1754017981182,CAM016,2,-27.635108,-48.559986,2025-08-01 03:13:01,False,3,Volkswagen,Voyage,passeio,amarelo
IFB0P24,1754017981712,CAM101,1,-28.716021,-49.35362,2025-08-01 03:13:01,True,14,Suzuki,Yes 125,moto,verde
KKN4U18,1754017983988,CAM101,1,-28.716021,-49.35362,2025-08-01 03:13:03,True,17,Hyundai,HB20,passeio,preto
WWC0S47,1754017986408,CAM099,2,-27.655304,-48.599121,2025-08-01 03:13:06,False,3,Ford,Ka,passeio,preto
GUQ0L56,1754017988725,CAM147,2,-26.452379,-49.057648,2025-08-01 03:13:08,False,3,Ford,Ranger,caminhão,prata
HQI0Y37,1754017991116,CAM071,3,-27.138095,-52.609586,2025-08-01 03:13:11,False,0,Peugeot,308,passeio,prata
URH5X94,1754017994150,CAM198,1,-28.511354,-48.759494,2025-08-01 03:13:14,False,0,Chevrolet,Spin,SUV,cinza
NUU7E94,1754017997811,CAM106,3,-28.65001,-49.327213,2025-08-01 03:13:17,False,0,Chevrolet,Prisma,passeio,prata
NBY2H46,1754017998801,CAM001,2,-27.629172,-48.510152,2025-08-01 03:13:18,False,2,Jeep,Commander,SUV,preto
LOE8M37,1754018000053,CAM196,1,-27.217139,-49.623065,2025-08-01 03:13:20,False,0,Chevrolet,Tracker,SUV,amarelo
PXE1Q94,1754018004141,CAM002,1,-27.594284,-48.568248,2025-08-01 03:13:24,False,1,Yamaha,XTZ 150,moto,preto
EFQ6S91,1754018005984,CAM001,3,-27.629172,-48.510152,2025-08-01 03:13:25,True,19,Volkswagen,Voyage,passeio,cinza
JLT7T60,1754018017877,CAM114,3,-27.808523,-50.318272,2025-08-01 03:13:37,False,1,Fiat,Uno,passeio,branco
RGG2N63,1754018026994,CAM008,3,-27.601538,-48.527165,2025-08-01 03:13:46,False,3,Volkswagen,Virtus,passeio,prata
ROT9V90,1754018027909,CAM048,2,-26.874626,-49.025956,2025-08-01 03:13:47,False,1,Volkswagen,Virtus,passeio,preto
SLD3O72,1754018036528,CAM074,2,-27.106152,-52.622097,2025-08-01 03:13:56,False,2,Hyundai,Creta,SUV,cinza
XAO4K84,1754018037875,CAM034,2,-26.270248,-48.878389,2025-08-01 03:13:57,False,0,Yamaha,XTZ 150,moto,branco
ETO7Y35,1754018042757,CAM078,2,-26.884133,-48.626667,2025-08-01 03:14:02,False,0,Jeep,Commander,SUV,amarelo
LMK8I00,1754018047583,CAM016,2,-27.635108,-48.559986,2025-08-01 03:14:07,False,1,Jeep,Commander,SUV,preto
RHP4E43,1754018055248,CAM191,3,-28.953451,-49.491682,2025-08-01 03:14:15,False,3,Volkswagen,Voyage,passeio,azul
TJC2F11,1754018060507,CAM115,1,-27.801804,-50.310248,2025-08-01 03:14:20,False,1,Jeep,Renegade,SUV,prata
RFR7S01,1754018070516,CAM087,1,-26.941515,-48.70314,2025-08-01 03:14:30,False,0,Ford,Ranger,caminhão,cinza
MTY1K61,1754018073891,CAM083,1,-26.865227,-48.653064,2025-08-01 03:14:33,False,3,Suzuki,Intruder 250,moto,prata
JUY6I75,1754018078358,CAM062,1,-27.106563,-52.574794,2025-08-01 03:14:38,False,1,Yamaha,Fazer 250,moto,cinza
XRQ5Q09,1754018084250,CAM068,1,-27.107182,-52.609544,2025-08-01 03:14:44,False,1,Honda,City,passeio,azul
EOO6B18,1754018084927,CAM034,2,-26.270248,-48.878389,2025-08-01 03:14:44,False,2,Peugeot,2008,SUV,preto
PAS7E44,1754018087538,CAM064,2,-27.125253,-52.634897,2025-08-01 03:14:47,False,0,Renault,Logan,passeio,branco
NHR1J85,1754018094063,CAM187,4,-26.901839,-52.367776,2025-08-01 03:14:54,False,2,Jeep,Commander,SUV,cinza
YLB5P62,1754018112706,CAM133,1,-27.608518,-48.708571,2025-08-01 03:15:12,False,2,Yamaha,XTZ 150,moto,preto
ISH2Q37,1754018119633,CAM011,1,-27.565665,-48.563531,2025-08-01 03:15:19,False,0,Ford,Ranger,caminhão,cinza
GRN3E72,1754018121095,CAM140,1,-26.975862,-48.634716,2025-08-01 03:15:21,False,0,Ford,Fiesta,passeio,prata
SHF1H21,1754018121318,CAM103,1,-28.686408,-49.3607,2025-08-01 03:15:21,False,2,Jeep,Commander,SUV,marrom
PAX7J69,1754018128289,CAM052,2,-26.887071,-49.027319,2025-08-01 03:15:28,False,0,Chevrolet,Tracker,SUV,prata
LEY4K00,1754018133439,CAM080,1,-26.904068,-48.673776,2025-08-01 03:15:33,False,2,Renault,Duster,SUV,verde
PPA7L75,1754018138099,CAM109,1,-28.655394,-49.338435,2025-08-01 03:15:38,False,3,Toyota,Hilux,utilitário,cinza
TLN4Y11,1754018138855,CAM061,1,-27.111656,-52.634875,2025-08-01 03:15:38,True,6,Renault,Logan,passeio,preto
NFP9P01,1754018142367,CAM076,2,-27.064418,-52.592922,2025-08-01 03:15:42,False,0,Yamaha,XTZ 150,moto,verde
WOW2C48,1754018152430,CAM174,1,-26.77448,-51.053571,2025-08-01 03:15:52,False,1,Volkswagen,T-Cross,SUV,branco
RRF0D72,1754018154038,CAM052,1,-26.887071,-49.027319,2025-08-01 03:15:54,False,0,Ford,Fiesta,passeio,prata
SFN5E09,1754018159963,CAM001,3,-27.629172,-48.510152,2025-08-01 03:15:59,False,0,Volkswagen,Polo,passeio,branco
EVQ8O97,1754018161198,CAM134,3,-27.6114,-48.665041,2025-08-01 03:16:01,False,0,Chevrolet,Spin,SUV,branco
CYQ4H20,1754018167471,CAM101,1,-28.716021,-49.35362,2025-08-01 03:16:07,True,3,Chevrolet,Onix,passeio,prata
NRA0T67,1754018175360,CAM092,1,-27.635926,-48.636216,2025-08-01 03:16:15,False,1,Honda,Biz,moto,azul
XXO2S86,1754018177105,CAM031,2,-26.288056,-48.880676,2025-08-01 03:16:17,False,2,Toyota,Hilux,utilitário,cinza
LZB8Z94,1754018178289,CAM063,2,-27.098071,-52.583611,2025-08-01 03:16:18,False,3,Volkswagen,Voyage,passeio,branco
KLI6L98,1754018182262,CAM131,1,-27.625168,-48.680194,2025-08-01 03:16:22,False,1,Jeep,Compass,SUV,preto
NCM4C47,1754018182683,CAM192,2,-28.900873,-49.534397,2025-08-01 03:16:22,False,2,Fiat,Uno,passeio,preto
PAB6K59,1754018183005,CAM071,1,-27.138095,-52.609586,2025-08-01 03:16:23,False,0,Fiat,Argo,passeio,preto
WFJ8M80,1754018190592,CAM103,2,-28.686408,-49.3607,2025-08-01 03:16:30,False,2,Fiat,Uno,passeio,prata
IKF4W66,1754018199618,CAM027,1,-26.275325,-48.856707,2025-08-01 03:16:39,False,0,Toyota,Etios,passeio,verde
EPN7T48,1754018203884,CAM196,1,-27.217139,-49.623065,2025-08-01 03:16:43,False,3,Toyota,Yaris,passeio,preto
HWY4L36,1754018207977,CAM047,2,-26.889437,-49.039474,2025-08-01 03:16:47,False,0,Hyundai,Tucson,SUV,laranja
JGG8N91,1754018210104,CAM120,1,-27.833006,-50.303262,2025-08-01 03:16:50,False,2,Peugeot,2008,SUV,branco
EGO6X67,1754018210608,CAM101,1,-28.716021,-49.35362,2025-08-01 03:16:50,False,2,Chevrolet,Prisma,passeio,cinza
GZY9X26,1754018211743,CAM181,1,-27.197601,-52.01949,2025-08-01 03:16:51,False,3,Yamaha,Fazer 250,moto,marrom
REL9H83,1754018218777,CAM025,1,-26.284078,-48.871797,2025-08-01 03:16:58,True,1,Jeep,Renegade,caminhão,marrom
YDP4N32,1754018222051,CAM117,2,-27.854817,-50.339808,2025-08-01 03:17:02,False,1,Yamaha,Fazer 250,moto,preto
ORP0Q07,1754018222444,CAM199,2,-26.151732,-50.408483,2025-08-01 03:17:02,False,1,Renault,Kwid,passeio,marrom
JVA5Y49,1754018225460,CAM126,1,-27.603178,-48.652483,2025-08-01 03:17:05,False,3,Suzuki,Yes 125,moto,branco
EXS6N50,1754018234087,CAM123,1,-27.820808,-50.313343,2025-08-01 03:17:14,False,0,Fiat,Argo,passeio,amarelo
SQW9U71,1754018236953,CAM151,3,-26.456596,-49.071941,2025-08-01 03:17:16,False,0,Hyundai,Azera,passeio,branco
SOX6R42,1754018236966,CAM166,2,-28.4272,-48.992455,2025-08-01 03:17:16,False,2,Ford,EcoSport,SUV,cinza
KUF9P44,1754018240454,CAM062,1,-27.106563,-52.574794,2025-08-01 03:17:20,False,1,Volkswagen,Polo,passeio,branco
GSO2I46,1754018246636,CAM111,2,-28.689599,-49.399439,2025-08-01 03:17:26,False,1,Ford,Ranger,caminhão,branco
XES1T77,1754018249498,CAM032,4,-26.324967,-48.847173,2025-08-01 03:17:29,False,3,Fiat,Uno,passeio,cinza
FHR1Y45,1754018266629,CAM192,1,-28.900873,-49.534397,2025-08-01 03:17:46,False,0,Honda,Biz,moto,amarelo
MWV1E40,1754018269787,CAM086,1,-26.907958,-48.626431,2025-08-01 03:17:49,False,3,Jeep,Compass,SUV,branco
