placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
CTP2H04,Volkswagen,Polo,passeio,2021,cinza,particular,flex,Florianópolis,0,0
TLU9X47,Fiat,Toro,utilitário,2024,prata,particular,flex,Criciúma,0,0
GKZ8A59,Ford,Fiesta,passeio,2020,verde,aluguel,flex,Blumenau,0,3
RRV8Z90,Fiat,Strada,utilitário,2024,laranja,particular,flex,Lages,0,3
PBE2X80,Peugeot,2008,SUV,2018,verde,aluguel,flex,Criciúma,0,1
ZOX8V22,Jeep,Commander,SUV,2025,branco,particular,flex,Chapecó,0,1
CTY3F45,Fiat,Toro,utilitário,2019,preto,particular,gasolina,Joinville,0,2
PMC5Q32,Yamaha,Factor 125,moto,2013,preto,particular,gasolina,Laguna,0,1
CHP7T84,Yamaha,Factor 125,moto,2024,prata,particular,flex,Itajaí,0,1
DCP6G25,Honda,Fit,passeio,2024,cinza,aluguel,flex,Laguna,0,3
OBM9H21,Yamaha,Fazer 250,moto,2019,branco,particular,flex,Joinville,0,3
WJL6K26,Fiat,Toro,utilitário,2005,verde,aluguel,flex,Balneário Camboriú,0,2
VWL5A22,Toyota,Corolla,passeio,2006,preto,particular,gasolina,Florianópolis,0,0
LVB5Q12,Honda,CG 160,moto,2023,marrom,particular,gasolina,Palhoça,0,0
SWZ4I45,Toyota,Yaris,passeio,2023,cinza,particular,diesel,Chapecó,0,1
CAC9Y72,Chevrolet,Prisma,passeio,2021,prata,particular,flex,Chapecó,0,2
LUB4P77,Volkswagen,T-Cross,SUV,2025,verde,particular,flex,Lages,0,3
TWI4W14,Chevrolet,Tracker,SUV,2023,cinza,particular,flex,Chapecó,0,2
IXX3O26,Renault,Duster,SUV,2023,amarelo,particular,diesel,Blumenau,0,0
XJV1S18,Jeep,Compass,SUV,2021,laranja,particular,flex,Joinville,0,2
TWX2B16,Peugeot,Partner,utilitário,2020,branco,particular,flex,Blumenau,0,1
LND8E38,Volkswagen,T-Cross,SUV,2010,cinza,particular,flex,Balneário Camboriú,0,2
RPW1B08,Yamaha,Factor 125,moto,2014,preto,particular,flex,Balneário Camboriú,0,2
ZGC5P74,Honda,Civic,passeio,2019,prata,particular,flex,Tubarão,0,1
TKW0N14,Honda,Biz,moto,2021,branco,aluguel,flex,Joinville,1,13
TQT9K41,Yamaha,XTZ 150,moto,2019,laranja,particular,gasolina,São José,0,0
GSB2X65,Volkswagen,Gol,passeio,2015,prata,particular,flex,Caçador,0,0
PDM5W57,Jeep,Compass,SUV,2013,preto,particular,flex,São José,0,0
ZUU8B13,Fiat,Argo,passeio,2016,preto,aluguel,flex,Blumenau,0,2
QUN6J71,Toyota,Hilux,utilitário,2022,prata,particular,diesel,Florianópolis,0,2
NVT0Y44,Suzuki,Intruder 250,moto,2005,cinza,aluguel,gasolina,Palhoça,0,3
HJE6D13,Ford,Ranger,caminhão,2021,prata,particular,diesel,Itajaí,0,0
IWF9A20,Honda,Fit,passeio,2012,prata,particular,flex,Florianópolis,0,0
XRC0G97,Honda,HR-V,SUV,2020,preto,particular,diesel,Itajaí,0,0
IYB2B52,Volkswagen,Virtus,passeio,2021,branco,particular,flex,Lages,0,1
JNW0W08,Jeep,Compass,SUV,2019,cinza,particular,gasolina,Joinville,0,3
OFU4Y59,Fiat,Strada,utilitário,2023,prata,particular,diesel,Blumenau,0,0
NYM2E33,Toyota,Etios,passeio,2018,marrom,particular,gasolina,Blumenau,0,3
TPV8P95,Honda,Fit,passeio,2024,cinza,aluguel,flex,Blumenau,0,0
QVZ2H41,Fiat,Uno,passeio,2025,amarelo,particular,flex,Tubarão,1,2
NCC3H41,Jeep,Commander,SUV,2010,branco,particular,flex,Araranguá,0,3
OFO5C56,Chevrolet,Onix,passeio,2009,marrom,aluguel,gasolina,Chapecó,0,0
GPZ7Z92,Chevrolet,Prisma,passeio,2023,marrom,particular,flex,Florianópolis,0,0
UCV6O59,Ford,Ranger,caminhão,2024,verde,particular,diesel,Tubarão,0,3
ZPR5J43,Hyundai,Tucson,SUV,2025,preto,particular,diesel,Jaraguá do Sul,0,3
VBN1Y72,Honda,CG 160,moto,2018,cinza,particular,flex,Chapecó,0,0
OKP8X54,Toyota,Yaris,passeio,2023,branco,aluguel,diesel,Araranguá,0,2
JEH6E04,Chevrolet,Prisma,passeio,2025,cinza,particular,flex,Palhoça,0,2
KBJ8B25,Suzuki,Intruder 250,moto,2019,cinza,particular,flex,Joinville,0,1
HLT2R51,Hyundai,HB20,passeio,2023,cinza,particular,gasolina,Joinville,0,1
LNT5L15,Volkswagen,Gol,passeio,2024,preto,particular,flex,Florianópolis,0,0
NNC8H93,Hyundai,Creta,SUV,2024,cinza,particular,gasolina,Itajaí,1,2
VTG7Q14,Honda,HR-V,SUV,2024,prata,particular,flex,São José,0,2
PQL2C18,Ford,EcoSport,SUV,2015,azul,particular,flex,Blumenau,0,3
AOT5L07,Suzuki,Yes 125,moto,2021,preto,particular,gasolina,Criciúma,0,3
QYT1G62,Volkswagen,Virtus,passeio,2017,prata,aluguel,gasolina,Blumenau,0,1
RPJ1M19,Jeep,Compass,SUV,2020,branco,particular,flex,Itajaí,0,0
DDY4P96,Jeep,Renegade,SUV,2017,prata,particular,flex,Criciúma,0,2
GJE7U31,Suzuki,Yes 125,moto,2020,preto,particular,flex,Balneário Camboriú,0,1
IVN4Y13,Jeep,Renegade,SUV,2009,branco,particular,diesel,Itajaí,0,2
LAB9H09,Ford,Ranger,caminhão,2020,prata,particular,diesel,Palhoça,1,0
DLH3W10,Suzuki,Intruder 250,moto,2024,preto,particular,gasolina,Florianópolis,0,2
WQZ8B76,Toyota,Hilux,utilitário,2025,cinza,particular,flex,Joinville,1,1
SMG7X35,Yamaha,Factor 125,moto,2008,branco,particular,gasolina,Itajaí,1,14
GSF9B40,Jeep,Commander,SUV,2018,azul,aluguel,diesel,São José,1,2
GAF4X62,Yamaha,Fazer 250,moto,2020,laranja,particular,flex,Laguna,0,1
QVW4O37,Ford,EcoSport,SUV,2020,branco,particular,diesel,Joinville,0,2
BYE8Z93,Hyundai,Tucson,SUV,2020,vermelho,particular,flex,Criciúma,0,2
ZEH6F75,Honda,City,passeio,2021,marrom,oficial,flex,Chapecó,0,1
CZG5C65,Fiat,Mobi,passeio,2020,laranja,particular,flex,Blumenau,0,2
XCJ4F15,Renault,Duster,SUV,2023,prata,aluguel,flex,Canoinhas,1,6
IEC5T60,Yamaha,Factor 125,moto,2014,branco,particular,gasolina,Canoinhas,0,3
EIN6J86,Chevrolet,Onix,passeio,2018,azul,particular,flex,Florianópolis,0,3
YIQ9W25,Renault,Logan,passeio,2020,cinza,particular,flex,Blumenau,0,2
MPI4P94,Peugeot,Partner,utilitário,2022,laranja,particular,gasolina,Florianópolis,0,0
TIE6N19,Renault,Sandero,passeio,2025,branco,particular,flex,Brusque,1,2
YAD0D17,Peugeot,208,passeio,2025,prata,particular,flex,São José,0,3
NEN8R25,Suzuki,Yes 125,moto,2019,preto,particular,flex,Chapecó,1,3
MMO4M45,Peugeot,308,passeio,2021,branco,aluguel,flex,Blumenau,0,2
WIT0A85,Jeep,Compass,SUV,2024,preto,particular,gasolina,Blumenau,0,3
QNB3X62,Hyundai,Creta,SUV,2012,preto,particular,flex,Chapecó,0,0
SZY5U00,Hyundai,Creta,SUV,2018,prata,particular,flex,Blumenau,0,3
JYF1F34,Renault,Kwid,passeio,2022,branco,particular,flex,São José,0,2
VPG7X83,Chevrolet,Spin,SUV,2010,cinza,aluguel,elétrico,Joinville,0,0
KWL9B36,Honda,CG 160,moto,2020,branco,particular,gasolina,São José,0,2
JHD8V46,Volkswagen,Voyage,passeio,2018,cinza,particular,álcool,Itajaí,1,5
IJS3I37,Renault,Duster,SUV,2013,amarelo,particular,elétrico,Palhoça,0,2
NDK2V16,Hyundai,HB20,passeio,2009,preto,particular,gasolina,Lages,0,1
ZAZ7M76,Hyundai,HB20,passeio,2022,branco,particular,flex,Caçador,0,3
PHP8X56,Suzuki,Yes 125,moto,2024,cinza,particular,flex,Lages,0,0
HVA7I16,Chevrolet,Prisma,passeio,2022,amarelo,particular,diesel,São José,0,2
POO3B28,Jeep,Compass,SUV,2025,branco,particular,flex,Blumenau,0,1
ZKE8Q23,Fiat,Mobi,passeio,2018,preto,particular,gasolina,Chapecó,0,1
ZJF5I54,Jeep,Compass,SUV,2018,preto,particular,flex,Florianópolis,0,2
QRT3Z22,Toyota,Yaris,passeio,2015,cinza,particular,flex,Palhoça,0,3
DEU1C57,Jeep,Commander,SUV,2023,verde,particular,gasolina,Itajaí,0,2
XWU5D25,Hyundai,Tucson,SUV,2005,cinza,particular,flex,Laguna,0,0
VKS0Z73,Chevrolet,Prisma,passeio,2022,branco,aluguel,flex,Concórdia,0,0
IWP2P61,Hyundai,Azera,passeio,2020,cinza,particular,gasolina,Lages,0,3
FDD4P80,Hyundai,Azera,passeio,2021,branco,particular,flex,Chapecó,0,0
NYA9A97,Renault,Sandero,passeio,2018,branco,particular,flex,Joinville,0,0
HQV0K07,Peugeot,Partner,utilitário,2021,preto,particular,flex,Rio do Sul,0,3
OVC6S57,Jeep,Compass,SUV,2010,verde,particular,flex,Florianópolis,0,3
UFB4G81,Chevrolet,Spin,SUV,2024,marrom,particular,flex,Caçador,0,3
SVM6I93,Ford,Fiesta,passeio,2009,verde,particular,flex,Itajaí,0,0
YXL7W58,Honda,Biz,moto,2025,vermelho,particular,flex,Criciúma,0,3
UZQ8N67,Hyundai,Azera,passeio,2018,branco,particular,diesel,Chapecó,0,3
POJ1O24,Peugeot,208,passeio,2019,laranja,particular,flex,Balneário Camboriú,0,1
XYQ0R95,Yamaha,Fazer 250,moto,2018,preto,particular,flex,Itajaí,0,0
AGN5X77,Fiat,Mobi,passeio,2010,cinza,particular,flex,Itajaí,0,2
JQL6H89,Renault,Kwid,passeio,2020,preto,particular,flex,Balneário Camboriú,0,3
YOR2H14,Honda,Fit,passeio,2022,branco,particular,flex,Joinville,0,0
NNV2J55,Fiat,Toro,utilitário,2018,branco,particular,álcool,Xanxerê,0,0
VWG3J94,Hyundai,Tucson,SUV,2019,preto,particular,álcool,Canoinhas,0,0
XGA9N97,Peugeot,308,passeio,2020,preto,particular,flex,Araranguá,0,0
YEN0S34,Toyota,Hilux,utilitário,2019,prata,particular,gasolina,Palhoça,0,2
LVU0K33,Volkswagen,T-Cross,SUV,2008,prata,particular,flex,Brusque,0,3
UNY1V50,Suzuki,Yes 125,moto,2019,prata,particular,gasolina,Blumenau,0,3
NAQ7W50,Toyota,Etios,passeio,2019,prata,particular,flex,Itajaí,0,2
FMX8H36,Volkswagen,T-Cross,SUV,2018,preto,particular,gasolina,Chapecó,0,0
KMZ4T64,Hyundai,HB20,passeio,2018,preto,aluguel,diesel,Lages,0,2
ORW5J87,Suzuki,Yes 125,moto,2012,prata,aluguel,flex,Caçador,0,2
PKB9H83,Hyundai,Creta,SUV,2022,branco,particular,flex,Joinville,0,3
ZTJ2Y84,Peugeot,Partner,utilitário,2005,azul,particular,flex,Criciúma,0,1
SCW0K01,Hyundai,Tucson,SUV,2023,prata,particular,diesel,Rio do Sul,0,1
JLD3Q31,Volkswagen,Polo,passeio,2021,vermelho,aluguel,flex,São José,0,1
OLF6Z11,Chevrolet,Tracker,SUV,2020,prata,particular,diesel,Joinville,0,2
APH9K80,Honda,Fit,passeio,2018,branco,particular,diesel,Balneário Camboriú,0,2
PGO8P88,Peugeot,308,passeio,2019,branco,particular,flex,Lages,0,0
ORD6M35,Chevrolet,Onix,passeio,2020,vermelho,particular,flex,Blumenau,0,1
LPG9S17,Chevrolet,Tracker,SUV,2023,preto,particular,flex,Chapecó,0,1
RKK2G35,Volkswagen,Voyage,passeio,2025,branco,particular,flex,Chapecó,0,0
DFM4V82,Volkswagen,T-Cross,SUV,2023,laranja,particular,flex,Florianópolis,0,0
RXW6B34,Toyota,Hilux,utilitário,2017,azul,particular,flex,Canoinhas,0,3
KLM8R74,Peugeot,2008,SUV,2021,cinza,particular,flex,Jaraguá do Sul,0,0
TNQ3V42,Honda,CG 160,moto,2012,vermelho,particular,gasolina,Blumenau,0,0
YRN8A83,Suzuki,Yes 125,moto,2024,branco,particular,gasolina,Palhoça,0,1
TOI2E71,Renault,Duster,SUV,2022,cinza,particular,flex,Balneário Camboriú,0,0
UTP3Z83,Toyota,Yaris,passeio,2021,branco,particular,flex,Florianópolis,1,19
PDG2V04,Fiat,Mobi,passeio,2006,preto,particular,flex,Florianópolis,0,2
HRZ4T36,Suzuki,Yes 125,moto,2008,cinza,particular,flex,Joinville,0,1
BOC7U21,Volkswagen,Polo,passeio,2019,prata,particular,flex,Canoinhas,0,3
KRG0R20,Toyota,Hilux,utilitário,2018,cinza,particular,flex,Canoinhas,0,0
OOR4P19,Chevrolet,Spin,SUV,2021,cinza,particular,flex,Itajaí,0,0
SNS0P42,Hyundai,Tucson,SUV,2024,branco,particular,flex,Blumenau,0,3
CCX1G03,Jeep,Renegade,SUV,2023,amarelo,particular,flex,Joinville,0,2
HUY0G33,Chevrolet,Prisma,passeio,2025,branco,particular,flex,Blumenau,0,0
SOV5P58,Honda,CG 160,moto,2023,prata,particular,flex,Criciúma,0,3
SRF1N20,Renault,Duster,SUV,2021,cinza,particular,flex,Blumenau,0,1
LSX1F22,Jeep,Compass,SUV,2007,vermelho,particular,flex,São José,0,2
QBX9P34,Peugeot,2008,SUV,2010,azul,particular,flex,Blumenau,0,1
YRC8V75,Renault,Sandero,passeio,2018,preto,oficial,álcool,Blumenau,0,2
NOW9J88,Renault,Kwid,passeio,2020,branco,particular,flex,Rio do Sul,0,3
GXA3K49,Toyota,Corolla,passeio,2018,prata,particular,gasolina,Chapecó,0,0
RYE9W52,Chevrolet,Tracker,SUV,2021,branco,particular,flex,Criciúma,0,1
KDM1L74,Renault,Sandero,passeio,2019,prata,particular,flex,Blumenau,0,0
ELH3H11,Peugeot,208,passeio,2010,cinza,particular,elétrico,Palhoça,0,3
ZKF4C58,Honda,CG 160,moto,2024,cinza,particular,gasolina,Criciúma,0,2
HZZ1X99,Peugeot,2008,SUV,2020,prata,particular,flex,Chapecó,0,3
LNY1L96,Honda,CG 160,moto,2017,branco,particular,flex,Blumenau,0,3
NRF1M04,Fiat,Uno,passeio,2019,cinza,aluguel,flex,Florianópolis,0,2
MWL8Q35,Fiat,Argo,passeio,2021,prata,particular,diesel,Concórdia,0,3
UNU2K29,Toyota,Etios,passeio,2023,marrom,particular,diesel,Florianópolis,0,0
PXZ4Z37,Suzuki,Yes 125,moto,2016,cinza,particular,flex,Rio do Sul,1,15
LGV1F87,Chevrolet,Tracker,SUV,2022,branco,aluguel,flex,Palhoça,0,3
PWH4Y36,Toyota,Etios,passeio,2018,cinza,particular,flex,Blumenau,0,2
FKE5X03,Peugeot,2008,SUV,2024,cinza,particular,flex,Criciúma,0,1
IBD4D04,Fiat,Argo,passeio,2024,prata,particular,flex,Itajaí,0,0
MIJ7U84,Volkswagen,Polo,passeio,2018,branco,particular,flex,Caçador,0,2
STL5H30,Jeep,Compass,SUV,2011,cinza,aluguel,álcool,São José,0,2
MTG0Z53,Ford,Ka,passeio,2023,cinza,aluguel,diesel,Joinville,0,3
SKB4G87,Yamaha,Factor 125,moto,2023,cinza,particular,flex,Criciúma,1,7
WKK1S65,Ford,Fiesta,passeio,2018,cinza,particular,gasolina,Rio do Sul,1,5
XOD9K35,Fiat,Argo,passeio,2005,preto,particular,flex,Balneário Camboriú,0,3
MHF6P19,Fiat,Argo,passeio,2017,preto,particular,gasolina,Itajaí,0,2
CVG6L19,Peugeot,Partner,utilitário,2020,branco,particular,diesel,Concórdia,0,2
WKS6P15,Fiat,Argo,passeio,2023,branco,particular,diesel,Blumenau,0,1
PPC0S20,Ford,Fiesta,passeio,2019,prata,particular,flex,Chapecó,0,1
RPA1X08,Jeep,Renegade,SUV,2019,marrom,particular,flex,Araranguá,0,1
RWU0P50,Fiat,Mobi,passeio,2018,azul,particular,flex,Itajaí,0,1
FTU4O00,Honda,City,passeio,2025,branco,particular,álcool,Palhoça,0,1
GUU1X00,Jeep,Renegade,SUV,2025,cinza,particular,flex,Florianópolis,0,1
ULZ2K28,Hyundai,Azera,passeio,2011,cinza,particular,flex,Joinville,0,3
NPT9F25,Jeep,Compass,SUV,2017,branco,particular,flex,Itajaí,0,1
WII3D94,Honda,Biz,moto,2022,cinza,particular,gasolina,Chapecó,0,3
ABB2H38,Ford,Ranger,caminhão,2023,cinza,particular,diesel,Itajaí,0,1
MER0D74,Renault,Logan,passeio,2008,verde,particular,diesel,Balneário Camboriú,0,1
BUK9F36,Suzuki,Intruder 250,moto,2015,cinza,particular,gasolina,Florianópolis,0,0
CZO5G66,Volkswagen,Polo,passeio,2006,azul,particular,gasolina,Lages,0,2
ZTR2N75,Renault,Kwid,moto,2022,preto,particular,flex,Balneário Camboriú,1,3
NJN5D25,Suzuki,Yes 125,moto,2005,amarelo,aluguel,flex,Florianópolis,0,0
VYZ8P96,Chevrolet,S10,caminhão,2025,vermelho,particular,diesel,Florianópolis,0,3
CJH6N68,Toyota,Corolla,passeio,2014,marrom,particular,gasolina,Criciúma,0,2
ISV7Z53,Renault,Logan,passeio,2023,preto,particular,gasolina,Joinville,0,0
XOE1U24,Suzuki,Yes 125,moto,2021,azul,particular,flex,Palhoça,0,3
GQY3F69,Jeep,Compass,SUV,2023,cinza,aluguel,flex,São José,0,1
EWG1U68,Jeep,Commander,SUV,2017,preto,particular,diesel,Chapecó,0,2
PIA9U87,Fiat,Mobi,passeio,2024,branco,particular,flex,Balneário Camboriú,0,1
JDB0Y06,Peugeot,308,passeio,2020,prata,particular,gasolina,Chapecó,1,0
LTW7Z12,Jeep,Renegade,SUV,2008,cinza,particular,flex,Itajaí,0,0
QSJ9C92,Yamaha,XTZ 150,moto,2018,prata,particular,gasolina,Joinville,0,3
KTL6O76,Suzuki,Yes 125,moto,2013,cinza,particular,flex,Chapecó,0,1
UTI8K93,Chevrolet,S10,caminhão,2021,azul,particular,diesel,Itajaí,0,3
YCH5E86,Ford,Fiesta,passeio,2009,cinza,particular,flex,Blumenau,0,1
EHY1P31,Honda,CG 160,moto,2008,branco,particular,flex,Criciúma,1,3
TXX6S12,Peugeot,208,passeio,2024,amarelo,particular,diesel,Jaraguá do Sul,0,0
PYP4Q26,Fiat,Strada,utilitário,2021,marrom,particular,gasolina,Jaraguá do Sul,1,0
FTA4L65,Volkswagen,T-Cross,SUV,2023,laranja,particular,gasolina,Itajaí,0,0
QJA9P32,Honda,City,passeio,2007,verde,particular,flex,Florianópolis,0,2
XOV0Z89,Chevrolet,Spin,SUV,2023,cinza,particular,flex,Xanxerê,0,2
BFX5E05,Chevrolet,Onix,passeio,2023,marrom,particular,diesel,Florianópolis,0,3
AOA6X28,Renault,Kwid,passeio,2025,preto,aluguel,gasolina,Blumenau,0,3
DPO1Y86,Chevrolet,S10,caminhão,2021,prata,particular,diesel,Criciúma,0,3
WVO6S86,Toyota,Etios,passeio,2005,branco,particular,álcool,São José,0,2
LBQ2V00,Chevrolet,Tracker,SUV,2019,amarelo,particular,diesel,Chapecó,0,1
AMB5W33,Peugeot,2008,SUV,2022,verde,particular,elétrico,Xanxerê,0,3
SMG7X35,Ford,Fusion,SUV,2018,cinza,particular,flex,Florianópolis,1,2
WPP8G49,Toyota,Hilux,utilitário,2018,prata,particular,flex,São José,0,0
JUR7T12,Yamaha,Fazer 250,moto,2007,cinza,particular,gasolina,Itajaí,0,1
UIV4L85,Renault,Sandero,passeio,2011,preto,particular,diesel,Laguna,0,2
ENK2H20,Jeep,Compass,SUV,2014,prata,particular,flex,Palhoça,0,1
ELH4T65,Hyundai,HB20,passeio,2020,prata,particular,gasolina,São José,0,2
KKQ7T82,Chevrolet,Tracker,SUV,2020,branco,particular,diesel,São José,0,0
STR3C77,Volkswagen,T-Cross,SUV,2018,branco,particular,flex,Balneário Camboriú,0,2
DFO1G71,Hyundai,Azera,passeio,2024,preto,oficial,flex,Chapecó,0,1
DSF9X08,Suzuki,Intruder 250,moto,2013,laranja,aluguel,gasolina,Joinville,0,0
RGN6U24,Toyota,Corolla,passeio,2019,cinza,particular,flex,Joinville,0,3
VSK7N48,Chevrolet,Onix,passeio,2020,cinza,particular,flex,Blumenau,0,1
GMG5K53,Renault,Duster,SUV,2019,marrom,particular,flex,Tubarão,0,3
OKP1J66,Honda,City,passeio,2022,preto,aluguel,flex,Laguna,0,0
QEF2Q21,Ford,Ranger,caminhão,2012,cinza,particular,diesel,Chapecó,0,0
MPD2D26,Suzuki,Intruder 250,moto,2021,amarelo,particular,gasolina,Blumenau,0,2
YDW8W24,Volkswagen,Voyage,passeio,2008,preto,particular,flex,Chapecó,0,3
YJI4R93,Suzuki,Intruder 250,moto,2025,branco,particular,flex,Jaraguá do Sul,0,1
ECS2W80,Honda,Fit,passeio,2021,branco,particular,gasolina,Chapecó,0,0
KTI0Y94,Chevrolet,Tracker,SUV,2017,laranja,particular,diesel,Florianópolis,0,0
WVE0X70,Peugeot,Partner,utilitário,2008,azul,particular,álcool,Chapecó,1,14
ZHZ1Y78,Peugeot,Partner,utilitário,2020,cinza,particular,flex,São José,0,3
YZR5L16,Chevrolet,S10,caminhão,2013,preto,particular,diesel,Florianópolis,0,0
JKV4Q78,Peugeot,2008,SUV,2019,branco,particular,flex,Itajaí,0,2
BJB0R86,Honda,CG 160,moto,2010,prata,aluguel,gasolina,Canoinhas,0,0
SDW7S37,Toyota,Corolla,passeio,2010,branco,particular,diesel,Joinville,0,2
KFJ3N61,Fiat,Argo,passeio,2025,preto,particular,flex,Palhoça,0,1
SZP0A61,Fiat,Toro,utilitário,2019,branco,particular,flex,Joinville,0,1
KJY9T40,Honda,Fit,passeio,2019,preto,particular,flex,Balneário Camboriú,0,3
XBA4D42,Ford,Fiesta,passeio,2020,marrom,particular,flex,Canoinhas,0,0
GNP8F95,Fiat,Mobi,passeio,2018,prata,particular,gasolina,Joinville,0,0
AEK8A93,Chevrolet,Prisma,passeio,2022,cinza,aluguel,flex,Chapecó,0,2
DGA6W45,Fiat,Mobi,passeio,2023,branco,particular,gasolina,Itajaí,0,2
NSP4N02,Jeep,Commander,SUV,2018,prata,aluguel,álcool,Itajaí,0,1
JQJ4P57,Volkswagen,Voyage,passeio,2007,branco,particular,gasolina,Balneário Camboriú,0,1
BUY1Z30,Fiat,Mobi,passeio,2021,prata,aluguel,flex,Blumenau,0,1
CBK8T53,Toyota,Etios,passeio,2025,cinza,particular,gasolina,Rio do Sul,0,3
