placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
OTT7R24,Suzuki,Yes 125,moto,2018,preto,aluguel,gasolina,Criciúma,0,1
OQC2Y15,Chevrolet,Tracker,SUV,2023,branco,particular,flex,Canoinhas,0,3
ISR7V33,Volkswagen,T-Cross,SUV,2019,preto,particular,flex,Xanxerê,0,0
WEC9F58,Toyota,Hilux,utilitário,2009,laranja,particular,diesel,Palhoça,0,0
MBS9N80,Toyota,Etios,passeio,2020,cinza,particular,gasolina,Chapecó,0,3
XWW1C51,Suzuki,Yes 125,moto,2010,preto,particular,flex,Tubarão,0,3
SWG2Z36,Chevrolet,Tracker,SUV,2007,preto,particular,flex,Palhoça,0,3
BXQ2R25,Renault,Sandero,passeio,2025,cinza,aluguel,diesel,Blumenau,0,3
IBA0K09,Volkswagen,Virtus,passeio,2024,branco,aluguel,flex,Palhoça,0,3
MMX1Q08,Renault,Logan,passeio,2005,branco,particular,flex,Chapecó,0,1
LZC4A82,Fiat,Strada,utilitário,2024,azul,particular,flex,Joinville,0,3
KBM2V45,Yamaha,Factor 125,moto,2008,branco,particular,flex,Blumenau,0,2
YOG7I72,Peugeot,2008,SUV,2025,prata,particular,flex,Balneário Camboriú,0,2
TDA1A66,Renault,Sandero,passeio,2013,prata,particular,flex,Florianópolis,0,0
PZN9F40,Renault,Kwid,passeio,2005,branco,particular,flex,Xanxerê,0,1
IFA3P66,Jeep,Renegade,SUV,2018,prata,particular,flex,São José,1,2
CSO6A89,Honda,Fit,passeio,2009,amarelo,particular,gasolina,Florianópolis,0,1
REA1U89,Suzuki,Intruder 250,moto,2006,prata,particular,flex,Criciúma,0,3
JSK2Z92,Toyota,Yaris,passeio,2020,prata,aluguel,flex,Blumenau,0,3
OLE2S40,Ford,Ka,passeio,2020,branco,particular,flex,Criciúma,0,2
SZB1M63,Fiat,Toro,utilitário,2022,prata,particular,flex,Lages,0,0
WVE0O58,Ford,Fusion,passeio,2009,amarelo,particular,flex,Itajaí,0,3
CZN8S90,Honda,HR-V,SUV,2009,branco,particular,gasolina,Concórdia,0,0
XAV1W75,Hyundai,HB20,passeio,2013,prata,particular,flex,Lages,0,3
LLZ0C59,Fiat,Mobi,passeio,2020,cinza,particular,flex,São José,0,3
ZLD9E52,Toyota,Corolla,passeio,2019,prata,particular,diesel,Florianópolis,0,0
CGG6R24,Jeep,Compass,SUV,2018,prata,particular,flex,São José,0,1
PVT1D92,Renault,Duster,SUV,2022,preto,particular,flex,Joinville,0,1
HDG1O10,Ford,Ranger,caminhão,2020,cinza,particular,diesel,Lages,0,0
NKF4N21,Hyundai,Tucson,SUV,2022,branco,particular,flex,Chapecó,0,3
NNO2F05,Hyundai,HB20,passeio,2005,cinza,aluguel,flex,Criciúma,1,3
YHA6O91,Peugeot,Partner,utilitário,2022,preto,aluguel,gasolina,Balneário Camboriú,0,3
SAT4F00,Jeep,Commander,SUV,2022,cinza,particular,flex,Florianópolis,0,0
YBE7G63,Jeep,Commander,SUV,2020,branco,particular,flex,Canoinhas,0,0
APW1F66,Volkswagen,Voyage,passeio,2020,cinza,particular,diesel,Balneário Camboriú,0,0
LTL3N12,Fiat,Mobi,passeio,2018,prata,particular,flex,Chapecó,0,3
UBI5V47,Chevrolet,Spin,SUV,2021,cinza,aluguel,flex,Blumenau,0,3
MBF8K26,Suzuki,Yes 125,moto,2021,prata,particular,gasolina,Xanxerê,0,1
XMZ0Y53,Chevrolet,Onix,passeio,2016,cinza,particular,diesel,Laguna,0,3
KSW8R20,Jeep,Compass,SUV,2020,preto,particular,gasolina,Balneário Camboriú,0,0
IUC8F49,Fiat,Strada,utilitário,2021,marrom,particular,flex,Balneário Camboriú,0,3
ETI4K09,Jeep,Commander,SUV,2021,vermelho,particular,flex,Blumenau,0,0
KIX6W44,Renault,Duster,SUV,2012,branco,particular,flex,Joinville,0,1
UNS7U75,Jeep,Commander,SUV,2009,cinza,aluguel,elétrico,Florianópolis,1,14
SRK1V44,Hyundai,HB20,passeio,2021,cinza,aluguel,álcool,Palhoça,0,0
VHO8H98,Volkswagen,Virtus,passeio,2007,amarelo,particular,flex,Itajaí,0,1
VBW0F64,Renault,Kwid,passeio,2023,preto,aluguel,diesel,Chapecó,0,1
EQT5Z39,Volkswagen,Gol,passeio,2014,prata,particular,flex,Chapecó,0,1
VQJ3A90,Fiat,Uno,passeio,2009,cinza,particular,flex,Joinville,0,2
TDY2Q44,Toyota,Corolla,passeio,2024,amarelo,particular,flex,Blumenau,0,0
MLG7S12,Volkswagen,Polo,passeio,2020,preto,aluguel,gasolina,Criciúma,0,0
QJA9P32,Honda,City,passeio,2007,verde,particular,flex,Florianópolis,0,2
FHC6O96,Jeep,Compass,SUV,2022,preto,particular,flex,Florianópolis,0,0
RNU3Z84,Fiat,Argo,passeio,2011,branco,particular,flex,Lages,0,2
FMP5G67,Chevrolet,Tracker,SUV,2010,vermelho,aluguel,gasolina,Chapecó,0,0
LNA1D39,Hyundai,Azera,passeio,2021,cinza,particular,flex,São José,0,2
DNQ6I86,Peugeot,208,passeio,2021,branco,aluguel,gasolina,Criciúma,0,2
BNI5R77,Volkswagen,Virtus,passeio,2021,prata,aluguel,flex,Blumenau,0,1
QVH7L26,Hyundai,Tucson,SUV,2020,branco,particular,flex,Joinville,0,0
QJP5L28,Fiat,Mobi,passeio,2019,preto,particular,flex,Florianópolis,0,0
WPO4A74,Suzuki,Yes 125,moto,2024,branco,particular,flex,Araranguá,0,1
NSY9A08,Hyundai,Azera,passeio,2022,prata,particular,diesel,Itajaí,0,3
PYF9B63,Jeep,Compass,SUV,2022,cinza,particular,flex,Balneário Camboriú,0,2
IKD9S10,Volkswagen,Voyage,passeio,2007,preto,aluguel,flex,Criciúma,0,2
QYZ3R66,Volkswagen,Gol,passeio,2012,cinza,aluguel,flex,Chapecó,0,3
SFE8L87,Hyundai,Tucson,SUV,2021,cinza,aluguel,flex,Laguna,0,0
AQU8M97,Yamaha,Fazer 250,moto,2019,branco,particular,gasolina,Itajaí,0,0
HDQ6D39,Suzuki,Intruder 250,moto,2023,branco,particular,flex,Joinville,0,3
BAW1E57,Chevrolet,S10,caminhão,2005,prata,aluguel,diesel,Laguna,0,0
BJU7M22,Fiat,Argo,passeio,2024,cinza,aluguel,gasolina,Florianópolis,0,3
FQC4Y54,Renault,Sandero,passeio,2018,branco,particular,flex,Araranguá,0,2
EPN7F27,Ford,Fiesta,passeio,2025,branco,particular,diesel,Blumenau,0,0
NIM1G01,Toyota,Hilux,utilitário,2021,verde,particular,diesel,Joinville,0,1
ELI8X13,Honda,City,passeio,2025,branco,particular,flex,Brusque,0,0
YGE9W76,Yamaha,Fazer 250,moto,2020,branco,aluguel,flex,Lages,0,3
OBM7K31,Volkswagen,Virtus,passeio,2023,prata,particular,álcool,Balneário Camboriú,0,2
FJF8X31,Hyundai,HB20,passeio,2019,preto,particular,gasolina,Lages,0,1
TTI2I90,Peugeot,308,passeio,2023,prata,particular,flex,Joinville,0,0
TWJ9Y80,Toyota,Hilux,utilitário,2025,cinza,particular,flex,Florianópolis,0,1
EPM0L20,Ford,Ranger,caminhão,2020,branco,aluguel,diesel,Chapecó,0,3
OKZ0F86,Suzuki,Yes 125,moto,2019,cinza,aluguel,gasolina,Rio do Sul,0,0
JWD3Q48,Suzuki,Yes 125,moto,2025,branco,particular,flex,Xanxerê,0,2
MUU2J24,Fiat,Uno,passeio,2018,prata,aluguel,diesel,Criciúma,0,0
JBA2B93,Yamaha,Factor 125,moto,2007,preto,particular,gasolina,Chapecó,0,2
QAH9U57,Fiat,Mobi,passeio,2020,branco,aluguel,flex,Joinville,0,2
ANC5V97,Ford,Fiesta,passeio,2021,preto,particular,diesel,Itajaí,0,2
UWS8V89,Fiat,Mobi,passeio,2010,cinza,particular,flex,Balneário Camboriú,0,3
FSJ3S66,Renault,Kwid,passeio,2019,prata,aluguel,diesel,Balneário Camboriú,0,1
CVQ1E46,Jeep,Renegade,SUV,2022,branco,particular,flex,Joinville,0,2
TVE1Q22,Peugeot,308,passeio,2014,prata,particular,flex,Jaraguá do Sul,0,3
SKR4X67,Yamaha,XTZ 150,moto,2021,preto,particular,gasolina,Palhoça,0,2
KLI7T13,Suzuki,Intruder 250,moto,2025,preto,aluguel,gasolina,Itajaí,0,0
HXB5H65,Fiat,Toro,utilitário,2014,cinza,particular,flex,Palhoça,0,1
OLF3R11,Renault,Duster,SUV,2019,preto,oficial,diesel,Florianópolis,0,0
ZYR8V44,Ford,EcoSport,SUV,2015,laranja,particular,flex,Canoinhas,0,2
DWF2T55,Chevrolet,Prisma,passeio,2011,preto,particular,flex,Chapecó,0,0
JPQ4M84,Jeep,Compass,SUV,2010,branco,particular,álcool,Lages,0,3
BMJ2H13,Jeep,Compass,SUV,2018,amarelo,particular,gasolina,Lages,0,3
FGH1L58,Yamaha,Factor 125,moto,2008,branco,aluguel,gasolina,Palhoça,0,3
QTJ9A37,Ford,Ka,passeio,2025,azul,particular,flex,Joinville,0,3
TOL3Q29,Hyundai,Tucson,SUV,2020,cinza,particular,flex,Caçador,0,0
CDS5D03,Jeep,Commander,SUV,2025,prata,particular,diesel,São José,0,2
UXC8K39,Toyota,SW4,SUV,2018,cinza,particular,flex,Joinville,0,3
HRC5J20,Renault,Sandero,passeio,2015,marrom,particular,flex,Palhoça,0,0
WDX5Y77,Suzuki,Intruder 250,moto,2013,cinza,particular,flex,Palhoça,0,1
SQF7K81,Renault,Duster,SUV,2018,preto,particular,gasolina,Florianópolis,0,0
DGR8E10,Toyota,Hilux,utilitário,2022,prata,particular,flex,Criciúma,0,1
SUU8G64,Yamaha,Factor 125,moto,2016,cinza,particular,gasolina,São José,0,1
RPN5C20,Toyota,Corolla,passeio,2018,cinza,particular,flex,Joinville,0,3
FIN4N86,Honda,Biz,moto,2024,prata,aluguel,gasolina,São José,0,1
AMW5D95,Fiat,Argo,passeio,2015,branco,particular,diesel,Itajaí,0,0
DGS4P00,Volkswagen,Virtus,passeio,2023,laranja,particular,elétrico,Tubarão,0,3
LDH2V82,Honda,Biz,moto,2018,cinza,particular,gasolina,São José,0,2
OMP1P61,Hyundai,Tucson,SUV,2025,prata,aluguel,flex,Chapecó,0,3
VHL0A78,Jeep,Renegade,SUV,2014,preto,particular,flex,Palhoça,0,2
GRP0B10,Ford,Ka,passeio,2023,cinza,aluguel,diesel,Joinville,0,1
RIF5Z37,Volkswagen,T-Cross,SUV,2019,marrom,particular,flex,Balneário Camboriú,0,2
XVY2T74,Ford,Ranger,caminhão,2019,marrom,particular,diesel,São José,0,0
ITI5M57,Chevrolet,S10,caminhão,2020,prata,particular,diesel,Joinville,0,1
HQI5S27,Volkswagen,Gol,passeio,2018,branco,particular,diesel,Joinville,0,1
LGL8V36,Honda,CG 160,moto,2015,preto,aluguel,flex,Caçador,0,1
NSX7G30,Jeep,Renegade,SUV,2015,prata,particular,flex,Chapecó,0,2
TKM2E06,Honda,Civic,passeio,2017,verde,particular,flex,Balneário Camboriú,0,2
TLQ8I19,Toyota,Etios,passeio,2018,branco,aluguel,flex,Brusque,0,3
LTP1N01,Ford,Ka,passeio,2008,cinza,particular,álcool,Palhoça,0,0
LMQ6T95,Volkswagen,T-Cross,SUV,2020,prata,particular,diesel,Blumenau,0,0
YGF9B00,Honda,Civic,passeio,2019,preto,particular,flex,Laguna,0,0
AQC7A87,Renault,Kwid,passeio,2020,prata,particular,flex,Caçador,0,3
YLS1A96,Fiat,Argo,passeio,2018,branco,particular,gasolina,Florianópolis,0,1
IUX6H78,Peugeot,Partner,utilitário,2023,prata,particular,flex,Joinville,0,3
TQH9W58,Toyota,SW4,SUV,2020,branco,particular,flex,Chapecó,0,0
WGT3A30,Yamaha,Fazer 250,moto,2019,prata,particular,gasolina,Palhoça,0,3
MXB3W34,Hyundai,Tucson,SUV,2025,preto,particular,flex,Canoinhas,0,0
ZBC0W31,Yamaha,Fazer 250,moto,2025,branco,particular,flex,Criciúma,0,1
AJZ6X07,Chevrolet,Spin,SUV,2025,cinza,particular,flex,Brusque,0,2
HKR5P06,Yamaha,Fazer 250,moto,2020,cinza,particular,flex,Rio do Sul,0,3
JQD4W44,Hyundai,Tucson,SUV,2021,preto,aluguel,flex,Criciúma,0,3
RLE8X46,Renault,Logan,passeio,2023,preto,particular,flex,Canoinhas,0,2
RUI3T48,Suzuki,Yes 125,moto,2019,preto,particular,flex,Brusque,0,0
WZC4A03,Peugeot,Partner,utilitário,2006,cinza,particular,flex,Criciúma,0,3
JNH3U13,Fiat,Argo,passeio,2022,preto,particular,flex,Florianópolis,0,3
RVF1D23,Peugeot,2008,SUV,2020,branco,particular,flex,Florianópolis,0,1
ULQ1S07,Chevrolet,Onix,passeio,2021,preto,particular,gasolina,Blumenau,0,3
FJV5T04,Ford,Fusion,passeio,2010,branco,particular,flex,Balneário Camboriú,0,2
IFA3P66,Renault,Logan,passeio,2016,marrom,particular,diesel,Criciúma,1,12
IQU7T81,Chevrolet,S10,caminhão,2014,laranja,particular,diesel,Xanxerê,0,2
PTV2P31,Yamaha,Fazer 250,moto,2023,preto,particular,flex,Palhoça,0,3
YNM9I75,Hyundai,Creta,SUV,2024,cinza,particular,flex,Blumenau,0,1
MKB4F57,Ford,Fusion,passeio,2021,prata,particular,flex,Joinville,0,1
CRX3A60,Hyundai,HB20,passeio,2021,preto,particular,flex,Chapecó,0,2
YIV3L60,Fiat,Mobi,passeio,2023,branco,particular,gasolina,Joinville,0,1
QRD2T37,Fiat,Strada,utilitário,2021,vermelho,particular,flex,Palhoça,0,2
XCE2F14,Suzuki,Yes 125,moto,2018,prata,particular,gasolina,Florianópolis,0,3
TUF3L26,Peugeot,Partner,utilitário,2020,verde,particular,flex,Criciúma,0,1
GFW9J10,Ford,Fusion,passeio,2013,prata,aluguel,flex,Balneário Camboriú,0,2
UXQ4V47,Volkswagen,T-Cross,SUV,2007,amarelo,particular,flex,São José,0,3
OWT9K55,Honda,City,passeio,2023,vermelho,particular,gasolina,Rio do Sul,0,0
EDI1A59,Toyota,Hilux,utilitário,2019,preto,aluguel,flex,Blumenau,0,1
TPL2U94,Yamaha,Fazer 250,moto,2019,branco,particular,flex,Florianópolis,0,3
RLJ1P17,Suzuki,Intruder 250,moto,2007,prata,particular,flex,Blumenau,0,3
KUI6A12,Yamaha,Fazer 250,moto,2019,branco,particular,gasolina,Florianópolis,0,2
OPD7M28,Yamaha,Fazer 250,moto,2013,vermelho,aluguel,flex,Itajaí,0,1
ILO6V55,Yamaha,XTZ 150,moto,2010,azul,aluguel,gasolina,Concórdia,0,3
CJA2G34,Volkswagen,T-Cross,SUV,2016,cinza,particular,flex,Blumenau,0,2
YVU6Y90,Renault,Logan,passeio,2021,cinza,particular,gasolina,Itajaí,0,0
KWP6I80,Renault,Kwid,passeio,2019,laranja,aluguel,flex,Chapecó,0,0
TGM2S00,Jeep,Renegade,SUV,2018,preto,particular,flex,Itajaí,0,0
CIC7Y30,Renault,Duster,SUV,2021,branco,particular,gasolina,Chapecó,0,0
RAM5S75,Renault,Logan,passeio,2022,preto,particular,flex,Florianópolis,0,0
JYH3M67,Volkswagen,T-Cross,SUV,2006,branco,particular,flex,Concórdia,0,2
KOQ2H50,Suzuki,Yes 125,moto,2025,preto,particular,flex,Palhoça,0,2
HPS7K13,Ford,EcoSport,SUV,2015,prata,particular,flex,Lages,0,0
ZSA5Y29,Jeep,Compass,SUV,2020,vermelho,particular,gasolina,Florianópolis,0,0
YCL5K19,Chevrolet,Onix,passeio,2024,prata,particular,flex,Itajaí,0,2
BQC2G32,Suzuki,Yes 125,moto,2020,cinza,particular,gasolina,Caçador,0,2
BVQ5G08,Jeep,Compass,SUV,2022,branco,particular,flex,Chapecó,0,3
WLL4A55,Volkswagen,Gol,passeio,2025,cinza,particular,flex,Itajaí,1,16
OWU6U43,Suzuki,Intruder 250,moto,2018,marrom,aluguel,gasolina,Chapecó,0,3
CRQ5V99,Suzuki,Intruder 250,moto,2025,amarelo,aluguel,flex,Florianópolis,0,3
IEM3A31,Fiat,Uno,passeio,2019,prata,particular,flex,Blumenau,0,3
ZLG1C90,Peugeot,Partner,utilitário,2014,branco,particular,flex,Joinville,0,1
HCQ9S30,Renault,Duster,SUV,2021,branco,particular,flex,Blumenau,0,0
KBL6Q39,Hyundai,Azera,passeio,2012,preto,particular,flex,Lages,0,1
FHY8B98,Renault,Kwid,passeio,2025,preto,particular,flex,Palhoça,0,2
RIW8U57,Volkswagen,Virtus,passeio,2018,marrom,particular,flex,Joinville,0,2
USD2N65,Fiat,Uno,passeio,2018,vermelho,particular,flex,Chapecó,0,3
YMW4L13,Ford,EcoSport,SUV,2024,cinza,particular,diesel,Chapecó,0,2
LVO4B66,Renault,Kwid,passeio,2010,prata,particular,flex,Chapecó,0,2
BLU0Y34,Volkswagen,Voyage,passeio,2020,azul,particular,gasolina,Brusque,0,2
CXP2Z14,Peugeot,Partner,utilitário,2022,branco,particular,flex,Chapecó,0,1
MXU3G04,Ford,Ranger,caminhão,2007,cinza,particular,diesel,Joinville,0,1
QMG2A09,Yamaha,XTZ 150,moto,2022,vermelho,aluguel,gasolina,Palhoça,0,3
INW4Y23,Ford,Fiesta,passeio,2018,branco,particular,flex,Blumenau,0,2
KWH4X35,Honda,Civic,passeio,2021,cinza,aluguel,flex,Palhoça,0,0
TFE9Q82,Fiat,Toro,utilitário,2025,prata,particular,flex,Lages,0,1
HUK2Y65,Renault,Sandero,passeio,2024,laranja,particular,flex,Itajaí,0,3
DCN1S14,Jeep,Commander,SUV,2006,branco,particular,flex,Itajaí,0,3
ANR6V03,Fiat,Argo,passeio,2023,cinza,particular,flex,Florianópolis,0,2
KSI3H62,Yamaha,XTZ 150,moto,2023,marrom,particular,gasolina,Itajaí,0,0
GNE1Z12,Chevrolet,Spin,SUV,2008,cinza,particular,flex,Jaraguá do Sul,0,2
HEA7I51,Peugeot,308,passeio,2014,laranja,particular,flex,Balneário Camboriú,0,3
VXT0F32,Chevrolet,Tracker,SUV,2018,cinza,particular,gasolina,Chapecó,0,3
TDK2S78,Suzuki,Intruder 250,moto,2021,vermelho,particular,gasolina,Caçador,0,1
IZI3U42,Hyundai,Azera,passeio,2021,cinza,particular,gasolina,Canoinhas,0,3
WJE8W39,Yamaha,Factor 125,moto,2022,vermelho,aluguel,gasolina,Laguna,0,1
POL8Y12,Honda,Fit,passeio,2020,cinza,particular,flex,Jaraguá do Sul,0,2
LKQ9X70,Fiat,Strada,utilitário,2017,azul,particular,flex,Criciúma,0,1
LWV9F55,Honda,Fit,passeio,2023,prata,particular,flex,Chapecó,0,2
IYI1W71,Yamaha,Fazer 250,moto,2018,cinza,particular,flex,Itajaí,0,2
SIJ0O91,Renault,Kwid,passeio,2024,branco,particular,flex,Blumenau,0,3
IWB7D45,Suzuki,Yes 125,moto,2005,marrom,particular,flex,Criciúma,0,2
HEY3S39,Volkswagen,Polo,passeio,2018,preto,aluguel,gasolina,Chapecó,0,0
WMH9E47,Ford,Ka,passeio,2025,cinza,particular,flex,Rio do Sul,0,2
RHE2X80,Honda,Civic,passeio,2013,preto,particular,flex,Florianópolis,0,1
KCC3S89,Yamaha,Factor 125,moto,2025,cinza,particular,flex,Joinville,0,2
OET7O06,Volkswagen,Virtus,passeio,2010,preto,aluguel,gasolina,Lages,0,2
OFT6K93,Fiat,Uno,passeio,2025,cinza,particular,flex,Lages,0,2
DBH6D23,Renault,Sandero,passeio,2008,prata,aluguel,flex,Araranguá,0,1
MAE1H77,Fiat,Toro,utilitário,2018,preto,particular,flex,Joinville,0,1
LRB8P73,Suzuki,Intruder 250,moto,2008,branco,oficial,gasolina,Chapecó,0,2
OZI6Y38,Honda,City,passeio,2021,branco,aluguel,flex,Itajaí,0,3
AMA5M53,Honda,HR-V,SUV,2021,preto,particular,flex,Caçador,0,3
TFA4U31,Yamaha,Fazer 250,moto,2017,branco,particular,gasolina,Blumenau,0,0
HCZ0O46,Suzuki,Intruder 250,moto,2021,branco,particular,gasolina,Florianópolis,0,3
KSB7C23,Hyundai,Creta,SUV,2020,azul,particular,flex,Rio do Sul,0,1
MJR6T30,Hyundai,Creta,SUV,2019,branco,particular,flex,Florianópolis,0,0
QXZ6G07,Hyundai,Tucson,SUV,2010,cinza,aluguel,flex,Araranguá,0,0
RNT5G87,Ford,Fiesta,passeio,2023,cinza,particular,gasolina,Palhoça,0,2
KPW2Y26,Toyota,Corolla,passeio,2023,branco,particular,flex,Brusque,0,2
UCF5Y54,Volkswagen,Polo,passeio,2019,preto,aluguel,flex,Balneário Camboriú,0,0
ZRA9S48,Hyundai,Creta,SUV,2020,marrom,particular,flex,Itajaí,0,2
FTH8A30,Honda,Fit,passeio,2022,branco,particular,flex,Jaraguá do Sul,0,2
IAG9L22,Ford,Ranger,caminhão,2014,amarelo,particular,diesel,Blumenau,0,0
SYG3I74,Suzuki,Intruder 250,moto,2021,cinza,particular,flex,Tubarão,0,0
DHS6V63,Renault,Sandero,passeio,2022,branco,particular,flex,Itajaí,0,3
CRH9W46,Ford,Ranger,caminhão,2023,cinza,particular,flex,Brusque,0,3
CIZ3H56,Ford,Ranger,caminhão,2024,cinza,aluguel,diesel,Chapecó,0,2
IZX2X20,Yamaha,Fazer 250,moto,2020,amarelo,particular,gasolina,Criciúma,0,1
POU4D46,Jeep,Commander,SUV,2021,prata,particular,flex,Chapecó,0,3
KSW1P93,Honda,Civic,passeio,2020,branco,particular,gasolina,Lages,0,2
SDJ4T78,Volkswagen,T-Cross,SUV,2019,prata,particular,gasolina,Blumenau,0,3
ARX9X41,Chevrolet,S10,caminhão,2019,cinza,particular,diesel,Canoinhas,0,0
LSE8Y34,Ford,Ka,passeio,2024,cinza,particular,gasolina,São José,0,3
HSW8O48,Peugeot,Partner,utilitário,2020,cinza,particular,flex,Araranguá,0,2
OEU4U37,Jeep,Compass,SUV,2024,preto,aluguel,flex,Florianópolis,0,0
VLH9Y27,Volkswagen,Polo,passeio,2017,cinza,particular,flex,Itajaí,0,1
YOG4V16,Peugeot,308,passeio,2020,branco,particular,flex,Joinville,0,2
PNG3A65,Renault,Duster,SUV,2016,prata,aluguel,flex,Florianópolis,0,3
SXV9U77,Honda,Fit,passeio,2025,cinza,particular,flex,Joinville,0,3
LZG3V09,Toyota,Corolla,passeio,2021,cinza,particular,gasolina,Blumenau,0,2
TPZ5O51,Toyota,SW4,SUV,2014,preto,aluguel,flex,Blumenau,0,3
AQE9U30,Volkswagen,Voyage,passeio,2011,preto,particular,flex,Lages,0,2
KDQ8R33,Hyundai,Tucson,SUV,2006,preto,particular,diesel,Florianópolis,0,0
JDT5F28,Renault,Kwid,passeio,2020,branco,particular,flex,Blumenau,0,0
XGZ7R20,Peugeot,208,passeio,2024,cinza,particular,flex,Palhoça,0,3
AHF6G88,Suzuki,Yes 125,moto,2018,prata,particular,gasolina,Joinville,0,3
QIM1X83,Renault,Logan,passeio,2019,marrom,particular,diesel,Balneário Camboriú,0,0
EUR3S18,Volkswagen,T-Cross,SUV,2012,cinza,particular,diesel,São José,0,2
RVF6J94,Honda,HR-V,SUV,2010,cinza,particular,flex,São José,0,0
VCM4D31,Suzuki,Yes 125,moto,2012,cinza,particular,flex,Itajaí,0,0
NRI3S11,Yamaha,Fazer 250,moto,2013,preto,particular,flex,Florianópolis,0,0
XHR6P73,Volkswagen,Virtus,passeio,2020,branco,particular,flex,Florianópolis,0,1
GBH4H04,Jeep,Compass,SUV,2021,azul,particular,flex,Joinville,0,3
LTI0M03,Yamaha,Factor 125,moto,2018,amarelo,particular,gasolina,Florianópolis,0,0
FFX0N38,Toyota,Corolla,passeio,2017,laranja,particular,flex,São José,0,0
RDV9R95,Toyota,SW4,SUV,2022,prata,particular,flex,Joinville,0,2
ALA8Z35,Chevrolet,S10,caminhão,2019,branco,aluguel,diesel,Palhoça,0,1
YLN1P67,Fiat,Argo,passeio,2024,branco,aluguel,flex,Blumenau,0,3
JGC8F38,Volkswagen,Polo,passeio,2022,preto,aluguel,flex,Chapecó,0,2
KPK4V05,Peugeot,Partner,utilitário,2021,branco,particular,diesel,Itajaí,0,0
PFK0J37,Suzuki,Intruder 250,moto,2019,prata,particular,flex,Lages,0,3
QYC6J77,Ford,Fiesta,passeio,2019,prata,particular,flex,Blumenau,0,3
XGT5N51,Ford,EcoSport,SUV,2025,vermelho,aluguel,flex,Chapecó,0,3
ONB8M19,Volkswagen,Polo,passeio,2018,branco,particular,flex,Criciúma,0,2
EWG1U68,Jeep,Commander,SUV,2017,preto,particular,diesel,Chapecó,0,2
FKZ4K14,Volkswagen,Virtus,passeio,2011,amarelo,aluguel,flex,Blumenau,0,2
ZOZ6Q38,Chevrolet,Onix,passeio,2021,branco,particular,flex,Balneário Camboriú,0,2
NYJ2E00,Peugeot,208,passeio,2021,prata,particular,flex,São José,0,0
AKX1K69,Hyundai,Creta,SUV,2019,laranja,aluguel,diesel,Chapecó,0,3
RPQ3R52,Volkswagen,Polo,passeio,2021,prata,particular,diesel,Florianópolis,0,3
TUY5D73,Toyota,SW4,SUV,2021,preto,aluguel,flex,Florianópolis,0,3
ALC1B68,Hyundai,Tucson,SUV,2022,preto,particular,flex,Araranguá,0,1
WOE5P70,Ford,Ranger,caminhão,2018,cinza,particular,diesel,Balneário Camboriú,0,0
