placa,marca,modelo,tipo,ano,cor,categoria,combustivel,cidade_emplacamento,clonado,num_infracoes
ZPC0C26,Ford,Ka,passeio,2009,preto,particular,diesel,Tubarão,1,3
AIJ8H45,Peugeot,308,passeio,2018,branco,particular,diesel,Joinville,0,3
NRH3L44,Volkswagen,Voyage,passeio,2017,marrom,aluguel,flex,Palhoça,0,2
NHS7U01,Hyundai,Tucson,moto,2020,cinza,particular,flex,Itajaí,1,3
FTG8V30,Chevrolet,Spin,SUV,2012,branco,particular,flex,Itajaí,0,3
MHA9M46,Ford,Ka,passeio,2021,cinza,particular,gasolina,Jaraguá do Sul,0,3
OGS8W29,Ford,Ka,passeio,2014,branco,particular,flex,Chapecó,0,3
JBY9K63,Volkswagen,T-Cross,SUV,2017,branco,particular,flex,Criciúma,0,3
NFW8P10,Toyota,SW4,SUV,2024,prata,particular,álcool,Balneário Camboriú,0,1
YTQ6F52,Yamaha,Factor 125,moto,2009,marrom,particular,flex,Criciúma,0,1
CVC4Z06,Chevrolet,Onix,passeio,2021,preto,oficial,gasolina,Lages,0,1
OQW4P28,Renault,Logan,passeio,2005,preto,particular,diesel,Florianópolis,0,0
XTW4V02,Yamaha,Factor 125,moto,2015,branco,particular,gasolina,Xanxerê,0,0
XBN9X31,Volkswagen,Voyage,passeio,2018,branco,particular,gasolina,Criciúma,0,1
VSE6S98,Honda,HR-V,SUV,2024,preto,particular,flex,Blumenau,0,1
ILR6S95,Honda,CG 160,moto,2022,preto,particular,flex,Itajaí,0,3
TOQ1W58,Honda,CG 160,moto,2019,branco,particular,flex,Criciúma,0,0
PLZ8D16,Hyundai,Tucson,SUV,2006,prata,particular,flex,Itajaí,0,1
FIS6U34,Chevrolet,Spin,SUV,2025,verde,particular,flex,Laguna,0,3
GQK8N51,Peugeot,2008,SUV,2022,cinza,aluguel,flex,São José,0,3
QME7C57,Fiat,Strada,utilitário,2024,preto,aluguel,flex,Chapecó,1,13
IKW7X31,Renault,Logan,passeio,2019,laranja,particular,gasolina,Itajaí,1,1
MWW3Q07,Peugeot,2008,SUV,2005,cinza,particular,diesel,São José,0,0
BEY1I14,Ford,Fiesta,passeio,2016,cinza,aluguel,flex,Tubarão,0,3
RSB8T84,Hyundai,HB20,passeio,2014,preto,particular,flex,Florianópolis,0,1
GOR5C62,Toyota,Etios,passeio,2023,preto,particular,flex,Blumenau,0,1
EXG1Q55,Volkswagen,Voyage,passeio,2019,branco,particular,flex,Laguna,0,3
KEG4S55,Ford,EcoSport,SUV,2025,preto,particular,flex,Florianópolis,0,0
CAW7F33,Toyota,SW4,SUV,2021,laranja,particular,gasolina,Lages,1,2
JOR1D40,Hyundai,Azera,passeio,2011,cinza,aluguel,flex,Lages,1,16
DWK1L97,Fiat,Toro,utilitário,2023,vermelho,particular,flex,Araranguá,0,2
ZNI1C00,Yamaha,Factor 125,moto,2022,branco,particular,flex,Itajaí,0,2
QMM1C06,Hyundai,Azera,passeio,2023,azul,particular,flex,Joinville,0,1
QZU5C37,Jeep,Compass,SUV,2012,verde,particular,flex,Blumenau,0,2
RWZ3L23,Volkswagen,Voyage,passeio,2019,verde,particular,flex,Joinville,0,3
SPK2O43,Suzuki,Intruder 250,moto,2022,preto,particular,flex,Balneário Camboriú,0,3
BGZ2X50,Hyundai,Azera,passeio,2021,branco,particular,diesel,Itajaí,0,0
BHO2N03,Renault,Logan,passeio,2006,branco,particular,diesel,São José,0,1
XVL0I40,Volkswagen,T-Cross,SUV,2016,branco,particular,diesel,Florianópolis,0,2
ZFD4E90,Honda,HR-V,SUV,2005,vermelho,aluguel,flex,Lages,0,1
DMQ2J73,Peugeot,308,passeio,2012,branco,particular,gasolina,Chapecó,0,2
WCL8D37,Ford,EcoSport,SUV,2022,cinza,particular,flex,Joinville,0,2
PLB6D60,Peugeot,208,passeio,2019,prata,particular,flex,Balneário Camboriú,0,0
AEP1B98,Peugeot,308,passeio,2006,prata,particular,flex,Blumenau,0,2
ANX9K15,Volkswagen,Voyage,passeio,2024,cinza,particular,álcool,Lages,0,2
EXX6R71,Peugeot,2008,SUV,2022,prata,particular,flex,Palhoça,0,1
EJA4O47,Honda,Biz,moto,2022,branco,particular,flex,Lages,0,1
NZI4Y21,Toyota,Hilux,utilitário,2022,cinza,particular,flex,São José,0,0
UWH1M67,Ford,Fiesta,passeio,2023,cinza,particular,flex,Chapecó,1,8
TNT8R77,Chevrolet,Tracker,SUV,2022,amarelo,particular,flex,Chapecó,0,2
MMH8X44,Fiat,Strada,utilitário,2022,preto,particular,flex,Brusque,0,0
TWJ2N62,Renault,Sandero,passeio,2021,prata,particular,flex,Itajaí,0,2
JEL9C21,Suzuki,Intruder 250,moto,2011,preto,particular,flex,Xanxerê,0,2
BYR2P13,Honda,Civic,passeio,2023,azul,particular,flex,Chapecó,0,1
VPE5X83,Toyota,Etios,passeio,2005,branco,particular,diesel,Blumenau,0,2
OQD8J73,Toyota,Yaris,passeio,2018,preto,particular,flex,Araranguá,0,2
HKY0K75,Ford,Ka,passeio,2024,preto,particular,flex,Blumenau,0,3
DTF7S81,Fiat,Mobi,passeio,2006,branco,particular,gasolina,Chapecó,0,2
LNA1K11,Volkswagen,Polo,passeio,2022,branco,particular,flex,Chapecó,0,1
EWR9Q55,Toyota,Hilux,utilitário,2013,branco,particular,flex,Joinville,0,3
XQH7X65,Fiat,Strada,utilitário,2014,cinza,aluguel,flex,Criciúma,0,0
YZV6W25,Volkswagen,Gol,passeio,2014,prata,particular,flex,Florianópolis,0,3
SDW0L75,Yamaha,Fazer 250,moto,2023,marrom,particular,gasolina,Florianópolis,1,14
RUM3S17,Suzuki,Yes 125,moto,2023,prata,particular,flex,Caçador,0,1
TLG3W42,Peugeot,2008,SUV,2023,branco,particular,flex,São José,0,2
RWA5X27,Fiat,Mobi,passeio,2018,branco,particular,flex,Criciúma,0,0
DIQ1A76,Peugeot,Partner,utilitário,2021,amarelo,particular,flex,Jaraguá do Sul,0,2
UUW9C05,Chevrolet,Spin,SUV,2022,cinza,particular,diesel,Florianópolis,0,1
DQL0H38,Honda,Biz,moto,2020,azul,particular,gasolina,Florianópolis,0,1
RTG4T89,Toyota,Corolla,passeio,2018,laranja,particular,flex,Caçador,0,2
FUC5V00,Ford,Fusion,passeio,2020,prata,particular,diesel,Canoinhas,0,2
ZXE9T57,Yamaha,Factor 125,moto,2011,prata,particular,gasolina,São José,0,3
JEX8V90,Chevrolet,Prisma,passeio,2005,prata,particular,flex,Florianópolis,0,2
OZK6S48,Yamaha,XTZ 150,moto,2021,branco,aluguel,gasolina,Jaraguá do Sul,1,15
GHB2H53,Honda,Civic,passeio,2025,preto,particular,diesel,Xanxerê,1,0
ALJ5J97,Chevrolet,Spin,SUV,2022,marrom,particular,gasolina,Criciúma,0,2
IIK5I06,Hyundai,Azera,passeio,2021,branco,particular,gasolina,Caçador,0,3
BHF4E49,Chevrolet,S10,caminhão,2020,branco,particular,diesel,Palhoça,0,2
UFM0H58,Volkswagen,Polo,passeio,2017,cinza,particular,gasolina,Canoinhas,0,0
GMW2P41,Hyundai,HB20,passeio,2018,cinza,particular,diesel,Laguna,0,0
JDP4O05,Hyundai,Creta,SUV,2022,branco,particular,elétrico,Balneário Camboriú,0,1
LRY9N93,Chevrolet,Tracker,SUV,2017,preto,aluguel,flex,Laguna,1,12
YYQ1R27,Suzuki,Yes 125,moto,2013,azul,aluguel,gasolina,Criciúma,0,0
HIG9F82,Chevrolet,Prisma,passeio,2019,cinza,aluguel,flex,Chapecó,0,3
VWN4X08,Yamaha,Fazer 250,moto,2005,preto,particular,gasolina,Tubarão,0,2
CUU9B70,Peugeot,208,passeio,2021,preto,particular,flex,Laguna,0,1
LOP8B69,Suzuki,Yes 125,moto,2024,amarelo,particular,gasolina,Chapecó,0,2
YYB0R70,Hyundai,Tucson,SUV,2013,cinza,particular,flex,Balneário Camboriú,1,16
DMG8P74,Honda,Fit,passeio,2005,marrom,aluguel,álcool,Palhoça,0,3
GUY6L44,Toyota,Yaris,passeio,2019,prata,particular,flex,Tubarão,0,1
WMH5D84,Ford,Fusion,passeio,2021,preto,particular,flex,Itajaí,0,1
AGN9R59,Honda,Civic,passeio,2007,azul,particular,flex,Criciúma,0,2
MIL5V16,Toyota,Corolla,passeio,2021,branco,particular,flex,Palhoça,0,0
RDC0D26,Fiat,Uno,passeio,2020,laranja,particular,diesel,Chapecó,0,3
WBR4B54,Hyundai,Azera,passeio,2024,branco,aluguel,gasolina,Concórdia,0,2
JLO5N48,Peugeot,2008,SUV,2009,prata,particular,diesel,Itajaí,0,0
IEP8X63,Suzuki,Intruder 250,moto,2021,laranja,aluguel,flex,Rio do Sul,0,0
SEU0X24,Peugeot,Partner,utilitário,2022,prata,particular,elétrico,Blumenau,1,7
TEK5F50,Hyundai,Tucson,SUV,2024,preto,particular,diesel,Florianópolis,0,0
CDB1U28,Peugeot,208,passeio,2019,preto,aluguel,gasolina,Jaraguá do Sul,0,3
PKF3J44,Suzuki,Yes 125,moto,2007,marrom,particular,flex,Balneário Camboriú,0,1
IYM7F89,Chevrolet,Tracker,SUV,2025,branco,particular,flex,Criciúma,0,2
VPC2F78,Fiat,Strada,utilitário,2021,prata,particular,flex,Balneário Camboriú,0,3
WDI0A38,Hyundai,Tucson,SUV,2025,preto,particular,flex,Joinville,0,2
KYL1D40,Jeep,Renegade,SUV,2023,prata,particular,flex,Palhoça,0,2
IUJ4F99,Honda,City,passeio,2024,preto,particular,diesel,Joinville,0,0
CKM3L17,Volkswagen,T-Cross,SUV,2021,cinza,particular,flex,Itajaí,0,0
SAI7N36,Ford,EcoSport,SUV,2020,preto,particular,flex,Blumenau,0,1
XOO9O02,Chevrolet,S10,caminhão,2006,branco,particular,diesel,Itajaí,0,1
AWD4P17,Fiat,Argo,passeio,2018,branco,particular,gasolina,Chapecó,0,0
HJG0G15,Honda,CG 160,moto,2019,cinza,particular,flex,Blumenau,0,0
NKW3O37,Yamaha,Factor 125,moto,2023,verde,particular,gasolina,Blumenau,0,2
VVB8Y34,Suzuki,Intruder 250,moto,2007,cinza,aluguel,gasolina,Florianópolis,0,3
HNW0S05,Peugeot,2008,SUV,2018,prata,particular,flex,Blumenau,0,0
RRH9B66,Jeep,Compass,SUV,2016,preto,particular,flex,Balneário Camboriú,0,3
SJH3I01,Fiat,Strada,utilitário,2020,cinza,particular,flex,Joinville,0,2
YXY3S65,Suzuki,Intruder 250,moto,2015,preto,aluguel,gasolina,Canoinhas,0,2
SKM2D03,Peugeot,308,passeio,2018,azul,particular,gasolina,Rio do Sul,0,3
XFB8K12,Ford,Fusion,passeio,2009,prata,particular,gasolina,Araranguá,0,0
GRB2F32,Renault,Kwid,passeio,2025,preto,particular,álcool,Araranguá,0,3
IZI6M47,Jeep,Renegade,SUV,2021,prata,particular,diesel,Itajaí,0,2
RUU8M29,Toyota,SW4,SUV,2018,amarelo,particular,flex,Joinville,0,2
XWP9X08,Fiat,Strada,utilitário,2020,preto,particular,flex,Joinville,0,0
BQE0M29,Renault,Logan,passeio,2020,preto,particular,flex,Blumenau,0,1
OBH9H12,Ford,Ranger,caminhão,2019,branco,particular,diesel,São José,0,1
NQU4I73,Chevrolet,S10,caminhão,2022,vermelho,particular,diesel,Florianópolis,0,0
NAV9E30,Jeep,Renegade,SUV,2022,preto,particular,flex,Criciúma,0,2
CMO3T16,Yamaha,XTZ 150,moto,2023,preto,particular,flex,Itajaí,0,2
HAG3D25,Jeep,Compass,SUV,2022,preto,particular,flex,Brusque,0,1
MXF5V84,Volkswagen,Gol,passeio,2019,prata,particular,flex,Florianópolis,0,2
SXE4W27,Renault,Duster,SUV,2022,cinza,particular,álcool,Itajaí,0,0
VQM2R36,Toyota,SW4,SUV,2018,preto,particular,flex,Palhoça,0,1
WAH6R12,Volkswagen,Voyage,passeio,2020,branco,particular,flex,Balneário Camboriú,0,0
YQF1S22,Renault,Sandero,passeio,2023,prata,particular,flex,Palhoça,0,2
QYU6M40,Fiat,Toro,utilitário,2009,cinza,particular,flex,Florianópolis,0,1
YEC2B34,Ford,EcoSport,SUV,2018,branco,particular,flex,Blumenau,0,0
SHV9I19,Chevrolet,S10,caminhão,2019,branco,aluguel,diesel,Balneário Camboriú,0,1
JCH0T23,Peugeot,Partner,utilitário,2005,branco,particular,flex,Blumenau,0,3
GFH9M15,Ford,Ka,SUV,2019,preto,particular,flex,Criciúma,1,1
SYY7L26,Peugeot,2008,SUV,2024,branco,particular,flex,Joinville,0,0
LKA7I22,Suzuki,Yes 125,moto,2025,prata,particular,gasolina,Blumenau,0,2
JSN8A57,Hyundai,Tucson,SUV,2024,preto,particular,flex,Criciúma,0,1
FXV0I94,Peugeot,308,passeio,2006,prata,particular,flex,Chapecó,0,3
GKI7I90,Chevrolet,S10,caminhão,2010,marrom,aluguel,diesel,Florianópolis,0,1
AZR0S98,Ford,Ka,passeio,2014,verde,aluguel,flex,Florianópolis,1,9
EVB4G39,Suzuki,Intruder 250,moto,2020,cinza,particular,flex,Palhoça,0,2
BIO3G17,Suzuki,Intruder 250,moto,2025,preto,particular,gasolina,Palhoça,0,2
NVO2D17,Honda,Biz,moto,2025,cinza,particular,gasolina,Chapecó,0,3
ZAB1V23,Chevrolet,Tracker,SUV,2022,preto,particular,gasolina,Itajaí,0,1
QLN5Q15,Yamaha,Fazer 250,moto,2023,preto,particular,flex,Florianópolis,0,0
JNI9Q41,Honda,Biz,moto,2017,preto,particular,gasolina,Palhoça,0,2
VNA0C54,Chevrolet,Spin,SUV,2024,prata,particular,flex,Florianópolis,0,0
HFJ9Z94,Suzuki,Intruder 250,moto,2021,prata,particular,gasolina,Chapecó,0,3
UYU3V18,Volkswagen,Virtus,passeio,2010,prata,particular,flex,Canoinhas,0,2
JVG6P74,Honda,CG 160,moto,2005,prata,particular,flex,Criciúma,0,3
OFU7N13,Chevrolet,S10,caminhão,2025,preto,particular,diesel,Palhoça,0,3
MPP8M79,Suzuki,Intruder 250,moto,2021,vermelho,particular,gasolina,Florianópolis,1,11
FOM7I41,Toyota,Yaris,passeio,2021,branco,particular,flex,Itajaí,0,0
UVL0N24,Volkswagen,Voyage,passeio,2011,prata,particular,gasolina,Xanxerê,0,1
VPH4V93,Ford,Ka,passeio,2019,preto,particular,flex,Lages,1,1
OPC2F65,Hyundai,Azera,passeio,2024,laranja,particular,flex,Concórdia,0,1
UHO0M01,Volkswagen,Polo,passeio,2021,prata,particular,gasolina,Itajaí,0,0
VLU1C05,Yamaha,XTZ 150,moto,2025,prata,particular,gasolina,Itajaí,0,3
YEZ5W82,Renault,Sandero,passeio,2019,preto,particular,elétrico,Balneário Camboriú,0,1
QGS9U91,Yamaha,XTZ 150,moto,2015,cinza,particular,gasolina,Florianópolis,0,1
JOB2G74,Honda,Civic,passeio,2006,prata,particular,gasolina,Chapecó,0,0
QIH6C75,Chevrolet,S10,caminhão,2014,preto,particular,diesel,Palhoça,0,0
FBT0F20,Honda,Civic,passeio,2019,preto,particular,flex,Itajaí,0,1
GEO5W56,Peugeot,Partner,utilitário,2022,branco,particular,flex,Lages,0,1
KJH7P35,Renault,Duster,SUV,2019,preto,particular,gasolina,Joinville,0,0
WBV7L61,Peugeot,208,passeio,2014,cinza,particular,diesel,Criciúma,0,0
WXD1I33,Toyota,Etios,moto,2022,vermelho,particular,gasolina,Criciúma,1,2
LHC1F94,Ford,EcoSport,SUV,2020,branco,particular,gasolina,Balneário Camboriú,0,0
UZA5B70,Volkswagen,T-Cross,SUV,2024,prata,particular,flex,Joinville,0,0
HTV1A56,Honda,Civic,passeio,2019,branco,particular,flex,Florianópolis,0,3
HFD9Z16,Ford,Fusion,passeio,2021,preto,aluguel,gasolina,Brusque,0,3
WJO6C79,Toyota,Yaris,passeio,2011,prata,particular,flex,Canoinhas,0,2
AHR8M68,Renault,Logan,passeio,2021,prata,particular,gasolina,São José,0,1
PCR7X79,Honda,Civic,passeio,2018,branco,particular,elétrico,Balneário Camboriú,0,1
EYB2I65,Volkswagen,Gol,passeio,2020,prata,particular,flex,Balneário Camboriú,0,3
WVP2N01,Hyundai,Tucson,SUV,2011,preto,particular,flex,Lages,0,0
RYG3W97,Fiat,Mobi,passeio,2022,cinza,particular,flex,Joinville,0,3
SPL8V12,Peugeot,308,passeio,2022,cinza,particular,flex,Canoinhas,0,2
IAC2J26,Volkswagen,Voyage,passeio,2020,branco,particular,flex,Blumenau,0,1
UBZ6O96,Fiat,Uno,passeio,2020,amarelo,particular,flex,São José,0,2
FVV7N92,Volkswagen,Polo,passeio,2018,vermelho,particular,flex,Joinville,0,3
FGS0E17,Fiat,Strada,utilitário,2023,cinza,particular,flex,Rio do Sul,0,2
FUR9Z39,Chevrolet,S10,caminhão,2021,branco,particular,diesel,Chapecó,0,1
LVI8F40,Volkswagen,Polo,passeio,2024,preto,particular,flex,Criciúma,0,0
MOX8I75,Peugeot,Partner,utilitário,2020,preto,particular,flex,Chapecó,0,2
TAL9F93,Honda,Civic,passeio,2025,prata,particular,gasolina,Palhoça,0,3
EXS3G82,Toyota,Yaris,passeio,2006,branco,particular,flex,Joinville,0,0
MMO9V23,Suzuki,Yes 125,moto,2020,cinza,particular,gasolina,Florianópolis,0,0
WVU5M45,Volkswagen,Voyage,passeio,2021,preto,particular,flex,Chapecó,0,2
KTJ9K06,Hyundai,HB20,passeio,2023,verde,particular,flex,Rio do Sul,0,2
APY2S71,Yamaha,Factor 125,moto,2023,preto,aluguel,gasolina,Florianópolis,0,3
FQZ8X61,Ford,EcoSport,SUV,2022,preto,particular,flex,Chapecó,1,16
BCM8W78,Volkswagen,Voyage,passeio,2024,laranja,particular,flex,Lages,0,0
AGU4F27,Fiat,Argo,passeio,2019,cinza,particular,gasolina,Blumenau,0,0
YQP1Y31,Honda,Biz,moto,2010,prata,particular,gasolina,Joinville,0,0
IIV0P74,Toyota,Corolla,passeio,2021,preto,particular,flex,Florianópolis,0,3
AJT8J95,Suzuki,Intruder 250,moto,2012,vermelho,particular,flex,Lages,1,9
PHJ4Y00,Hyundai,Creta,SUV,2023,prata,particular,diesel,Lages,0,2
YFM8K39,Renault,Duster,SUV,2018,branco,particular,diesel,Lages,0,3
VXA1I31,Hyundai,Creta,SUV,2019,prata,particular,flex,Canoinhas,1,0
UBS6K64,Toyota,Hilux,utilitário,2019,branco,aluguel,flex,Itajaí,0,1
QXG6Y24,Volkswagen,Virtus,passeio,2012,branco,particular,flex,Blumenau,0,1
XBB1R28,Chevrolet,Prisma,passeio,2020,verde,particular,flex,Chapecó,0,3
ORR1Q72,Ford,EcoSport,SUV,2021,prata,particular,flex,Florianópolis,0,1
KEX0F46,Volkswagen,Gol,passeio,2018,cinza,particular,álcool,São José,0,3
TUX6X91,Fiat,Uno,passeio,2012,prata,aluguel,flex,Lages,0,2
HYG4M20,Toyota,Etios,passeio,2023,verde,particular,flex,Concórdia,0,0
TIL2O70,Fiat,Argo,passeio,2018,prata,oficial,flex,Palhoça,0,3
JQB9I93,Hyundai,Creta,SUV,2012,cinza,particular,flex,Florianópolis,0,3
ATY5O30,Jeep,Commander,SUV,2018,cinza,particular,flex,São José,0,1
NWW8F77,Peugeot,308,passeio,2007,verde,particular,flex,Laguna,0,0
KMU8S96,Honda,CG 160,moto,2006,branco,particular,gasolina,Blumenau,1,18
KDI2U25,Toyota,Corolla,passeio,2011,prata,particular,gasolina,Balneário Camboriú,0,0
SAK4C13,Fiat,Mobi,passeio,2022,branco,particular,flex,São José,0,2
ANR8F80,Ford,Ka,passeio,2007,cinza,particular,flex,Itajaí,0,3
BPZ2F07,Volkswagen,Voyage,passeio,2024,prata,particular,flex,Jaraguá do Sul,0,2
NLS1X50,Jeep,Commander,SUV,2024,laranja,aluguel,diesel,Blumenau,0,1
RLW6D94,Fiat,Mobi,passeio,2017,cinza,particular,flex,Florianópolis,0,3
EUN0B10,Jeep,Compass,SUV,2019,prata,particular,diesel,Chapecó,0,0
TJD2T44,Fiat,Toro,utilitário,2022,branco,aluguel,gasolina,Laguna,0,0
IKU3W30,Peugeot,308,passeio,2006,branco,particular,gasolina,Lages,1,10
ZBE8U85,Chevrolet,Spin,SUV,2018,laranja,particular,flex,Joinville,0,2
SJD3V22,Hyundai,Tucson,SUV,2021,prata,particular,flex,Itajaí,0,2
PFO0Q02,Yamaha,Factor 125,moto,2025,branco,particular,gasolina,Lages,0,0
FMW6H10,Toyota,Etios,passeio,2010,prata,particular,flex,Canoinhas,0,1
YBQ1U65,Chevrolet,Prisma,passeio,2022,prata,particular,flex,Lages,0,0
CTL0Q70,Honda,Biz,moto,2005,prata,particular,gasolina,Chapecó,1,19
VFF9I54,Honda,HR-V,SUV,2025,preto,particular,gasolina,Balneário Camboriú,0,2
DCA9N01,Toyota,SW4,SUV,2020,branco,particular,flex,Chapecó,0,2
ZPW0W74,Fiat,Uno,passeio,2021,branco,particular,gasolina,Joinville,0,2
XWI7X09,Jeep,Compass,SUV,2023,preto,aluguel,flex,Lages,0,2
WMA3E62,Yamaha,Factor 125,moto,2024,prata,particular,flex,Itajaí,0,0
LTG7E90,Chevrolet,S10,caminhão,2024,prata,particular,diesel,Araranguá,0,3
WSC2T33,Volkswagen,Polo,passeio,2021,branco,particular,diesel,Araranguá,0,3
XUM8K35,Peugeot,308,passeio,2025,cinza,particular,flex,Florianópolis,1,11
CYG5R71,Fiat,Strada,utilitário,2006,vermelho,particular,gasolina,Joinville,0,1
NSY5W54,Ford,Fiesta,passeio,2016,marrom,particular,flex,Chapecó,0,3
APD9J02,Hyundai,Tucson,SUV,2019,prata,particular,flex,Xanxerê,0,1
WOE6S65,Jeep,Renegade,SUV,2024,marrom,aluguel,flex,Joinville,0,3
IQM4D45,Toyota,Hilux,utilitário,2019,laranja,particular,diesel,Palhoça,0,3
UCQ1Y22,Suzuki,Intruder 250,moto,2011,branco,particular,gasolina,Palhoça,0,3
XPC0Y96,Volkswagen,T-Cross,SUV,2025,prata,particular,flex,São José,1,13
CCH6O05,Fiat,Strada,utilitário,2023,prata,particular,flex,Itajaí,0,1
SCE7C79,Jeep,Commander,SUV,2024,azul,particular,diesel,Araranguá,0,2
OIQ8L68,Toyota,Yaris,passeio,2023,branco,particular,flex,Xanxerê,0,1
OFM6I48,Chevrolet,Spin,SUV,2025,preto,particular,gasolina,Chapecó,0,1
TJV6G80,Honda,Biz,moto,2018,prata,particular,flex,Florianópolis,0,2
GVU7B04,Volkswagen,T-Cross,SUV,2022,preto,aluguel,flex,Itajaí,0,3
FPP4V71,Volkswagen,T-Cross,SUV,2009,cinza,aluguel,flex,Palhoça,0,3
MJI0V08,Hyundai,Azera,passeio,2024,azul,particular,diesel,Chapecó,0,1
OAS2Y49,Ford,Fusion,passeio,2023,preto,particular,flex,Tubarão,0,3
DSC9C51,Suzuki,Yes 125,moto,2018,prata,particular,flex,Balneário Camboriú,0,1
QDH3B94,Jeep,Commander,SUV,2019,preto,particular,flex,Florianópolis,0,0
FVI5A01,Ford,EcoSport,SUV,2022,preto,particular,flex,Palhoça,0,1
ROB9O22,Fiat,Argo,passeio,2010,cinza,particular,gasolina,Laguna,0,3
FKV7T77,Peugeot,2008,SUV,2010,prata,particular,flex,Chapecó,0,2
ODE0N83,Fiat,Mobi,passeio,2018,azul,aluguel,álcool,Balneário Camboriú,0,3
MLA5R72,Hyundai,Tucson,SUV,2020,prata,particular,flex,Criciúma,0,1
DGY4V99,Renault,Logan,passeio,2021,branco,particular,diesel,Canoinhas,0,0
